idioma,traduccion
I haven't got it yet.,Yo no lo tengo todavía.
I haven't got it yet.,Todavía no lo tengo.
I heard a twig crack.,Escuché crujir una rama.
I hired an assistant.,Contraté un ayudante.
I hit on a good idea.,Se me ocurre una buena idea.
I hope Tom is coming.,Espero que venga Tom.
I hope it's not true.,Espero que no sea cierto.
I hope things change.,Espero que cambien las cosas.
I hope you like this.,Espero que te guste esto.
I hugged her tightly.,La abracé firmemente.
I intend to go there.,Pienso ir allí.
I jog in the morning.,Corro por las mañanas.
I jumped up and down.,Yo saltaba.
I just cracked a rib.,Me he roto una costilla.
I just cut my finger.,Acabo de cortarme un dedo.
I just cut my finger.,Me acabo de cortar el dedo.
I just don't like it.,Sencillamente no me gusta.
I just got back home.,Acabo de volver a casa.
I just got this suit.,Acabo de recibir este traje.
I just hope it works.,Solo espero que funcione.
I just hope it works.,Espero que funcione.
I just made a friend.,Acabo de hacer un amigo.
I just might do that.,Puede que lo haga.
I just moved to town.,Acabo de mudarme a la ciudad.
I just need a moment.,Solo necesito un momento.
I just need a second.,Solo necesito un segundo.
I just need some air.,Solo necesito aire.
I just saw a panther.,Acabo de ver una pantera.
I just took a shower.,Acabo de darme una ducha.
I keep thirteen cats.,Yo tengo trece gatos.
I kept my mouth shut.,Mantuve mi boca cerrada.
I kept my mouth shut.,Me mantuve callado.
I killed a duck once.,Una vez maté un pato.
I kind of liked that.,Creo que me gustaba.
I kind of liked them.,Creo que me gustaban.
I knew I had to come.,Sabía que tenía que venir.
I knew Tom very well.,Conocí a Tom muy bien.
I knew Tom very well.,Conocía a Tom muy bien.
I knew he didn't die.,Sabía que él no había muerto.
I knew it wasn't you.,Sabía que no eras tú.
I knew it wasn't you.,Sabía que no era usted.
I knew you wanted me.,Sabía que me querías.
I knew you were sick.,Sabía que estabas enfermo.
I knew you'd be late.,Sabía que ibas a llegar tarde.
I knew you'd be late.,Sabía que iban a llegar tarde.
I knew you'd find it.,Sabía que lo encontrarías.
I knew you'd like it.,Sabía que te gustaría.
I knew you'd like it.,Sabía que os gustaría.
I know I can make it.,Sé que puedo hacerlo.
I know I should stay.,Sé que debería quedarme.
I know Tom from work.,Conozco a Tom del trabajo.
I know about the job.,Ya había oído sobre trabajo.
I know about the job.,Ya sabía del trabajo.
I know about you two.,Os conozco a ambos.
I know all about Tom.,Lo sé todo sobre Tom.
I know how it sounds.,Ya sé como suena.
I know how that goes.,Ya sé cómo va.
I know how that goes.,Ya sé cómo va el tema.
I know it wasn't Tom.,Sé que no fue Tom.
I know it's not fair.,Sé que no es justo.
I know lots of songs.,Me sé multitud de canciones.
I know lots of songs.,Conozco un montón de canciones.
I know that he knows.,Sé que él sabe.
I know that he's Tom.,Yo sé que él es Tom.
I know the gentleman.,Yo conozco a este caballero.
I know this is tough.,Sé que esto es duro.
I know this is weird.,Sé lo raro que es esto.
I know this is weird.,Sé que esto es extraño.
I know what happened.,Yo sé lo que pasó.
I know what it means.,Sé lo que significa.
I know what you mean.,Sé lo que quieres decir.
I know what you said.,Sé lo que dijiste.
I know what you want.,Sé qué es lo que quieres.
I know what you want.,Sé lo que quieres.
I know where to hide.,Sé dónde esconderme.
I know why he did it.,Sé por qué lo hizo.
I know you mean well.,Sé que lo haces de buena fe.
I know your language.,Conozco tu lengua.
I led the discussion.,Moderé la discusión.
I left home at seven.,Salí de casa a las siete.
I left the door open.,No cerré la puerta.
I left the door open.,Dejé la puerta abierta.
I left the door open.,Me he dejado la puerta abierta.
I left you a message.,Te dejé un mensaje.
I lent her my camera.,Le presté mi cámara.
I let go of the rope.,Solté la cuerda.
I like Japanese food.,Me gusta la cocina japonesa.
I like Japanese food.,Me gusta la comida japonesa.
I like bright colors.,Me gustan los colores claros.
I like bright colors.,Me gustan los colores brillantes.
I like canned fruits.,Me gustan las frutas en conserva.
I like coffee better.,Prefiero el café.
I like her very much.,Me gusta mucho.
I like her very much.,Ella me gusta mucho.
I like him very much.,Me gusta mucho.
I like how it sounds.,Me gusta cómo suena.
I like my steak rare.,Me gusta mi bistec poco cocido.
"I like painting, too.",A mí también me gusta pintar.
I like reading books.,Me gusta leer libros.
I like to be at home.,Me gusta estar en casa.
I like to drink milk.,Me apetece beber leche.
I like to eat sweets.,Me gusta comer dulces.
I like to play poker.,Me gusta jugar al póquer.
I like to read books.,Me gusta leer libros.
I like to wear clogs.,Me gusta llevar zuecos.
I like to win prizes.,Me gusta ganar premios.
I like walking alone.,Me gusta caminar solo.
I like your attitude.,Me agrada tu actitud.
I listened carefully.,Escuché atentamente.
I live a simple life.,Yo llevo una vida sencilla.
I live in Boston now.,Ahora vivo en Boston.
I live in Kazakhstan.,Vivo en Kazajistán.
I live in a big city.,Vivo en una gran ciudad.
I live in this hotel.,Vivo en este hotel.
I live near the dike.,Vivo cerca del dique.
I looked for my room.,Busqué mi cuarto.
I looked for the key.,Yo buscaba la llave.
I lost consciousness.,Perdí la consciencia.
I lost my flashlight.,Perdí mi linterna.
I lost my house keys.,Perdí las llaves de mi casa.
I lost my sunglasses.,Perdí mis lentes de sol.
I lost track of time.,Perdí la noción del tiempo.
I love American food.,Me encanta la comida estadounidense.
I love French coffee.,Me encanta el café francés.
I love French movies.,Me encantan las películas francesas.
I love green peppers.,Amo los pimientos verdes.
I love reading books.,Me gusta leer libros.
I love reading books.,Me encanta leer libros.
I love the food here.,Me encanta la comida de aquí.
I love your daughter.,Quiero a su hija.
I loved it in Boston.,Me gustaba estar en Boston.
I made a paper plane.,Hice un avión de papel.
I majored in history.,Me gradué en historia.
I married a Canadian.,Me casé con un canadiense.
I may as well go now.,Bien podría irme ahora.
I mean no disrespect.,No quiero faltarle el respeto.
I meant it as a joke.,Lo dije charlando.
I meant it as a joke.,No lo dije en serio.
I met Mary yesterday.,Ayer me encontré con Mary.
I met Tom after work.,Me encontré con Tom después del trabajo.
I met Tom after work.,Encontré a Tom después del trabajo.
I met Tom on the way.,Me encontré en el camino con Tom.
I met him about noon.,Me encontré con él a eso del mediodía.
I might vote for Tom.,Podría votar por Tom.
I might vote for Tom.,Yo podría votar por Tom.
I miss Paris so much.,Extraño tanto París.
I miss you very much.,Te echo mucho de menos.
I missed you so much.,Te extrañé mucho.
I need a clean shirt.,Necesito una camisa limpia.
I need a good lawyer.,Necesito un buen abogado.
I need a larger room.,Necesito un cuarto más grande.
I need a little help.,Necesito un poco de ayuda.
I need a new bicycle.,Necesito una bicicleta nueva.
I need an answer now.,Necesito una respuesta ya.
I need more blankets.,Necesito más cobijas.
I need more blankets.,Necesito más mantas.
I need more practice.,Necesito más práctica.
I need to buy stamps.,Necesito comprar estampillas.
I need to find a job.,Necesito encontrar trabajo.
I need to find a job.,Debo encontrar trabajo.
I need to go to work.,Necesito ir a trabajar.
I need to read a lot.,Necesito leer mucho.
I need to save money.,Necesito ahorrar dinero.
I need to see it now.,Necesito mirarlo ahora.
I need to study math.,Tengo que estudiar matemáticas.
I need to take notes.,Necesito tomar apuntes.
I need you in Boston.,Te necesito en Boston.
I never asked for it.,Nunca lo pedí.
I never gave up hope.,Nunca perdí las esperanzas.
I never speak French.,Nunca hablo francés.
I never travel alone.,Yo nunca viajo solo.
I no longer like you.,Ya no me gustas.
I no longer love him.,Ya no le quiero.
I often go to Boston.,Voy frecuentemente a Boston.
I once lived in Rome.,Una vez viví en Roma.
I only have a minute.,Solo tengo un minuto.
I only need a minute.,No necesito más que un minuto.
I only saw the apple.,Solo vi la manzana.
I owe a lot of money.,Debo mucho dinero.
I owe him 10 dollars.,Le debo 10 dólares.
I owe him some money.,Le debo algo de dinero.
I owe you an apology.,Te debo una disculpa.
I paid $200 in taxes.,Pagué 200 $ en impuestos.
I put on my trousers.,Me pongo los pantalones.
I put on my trousers.,Me puse los pantalones.
I ran like lightning.,Yo corro como el rayo.
I ran like lightning.,Corrí como el diablo.
I really ought to go.,En verdad debería irme.
I refuse to allow it.,Me niego a permitirlo.
I regret going there.,Me arrepiento de haber ido ahí.
I rejected the offer.,Rechacé la oferta.
I rejected the offer.,Rechacé la propuesta.
I remember this word.,Me acuerdo de esta palabra.
I resemble my mother.,Me parezco a mi madre.
I said it might rain.,Dije que era posible que lloviera.
I said it might rain.,Dije que podría llover.
I sang for two hours.,Canté por dos horas.
I sang for two hours.,Canté durante dos horas.
I saw Tom last night.,Anoche vi a Tom.
I saw Tom shoot Mary.,Yo vi a Tom disparar a Mary.
I saw a sleeping dog.,Vi a un perro durmiendo.
I saw her a week ago.,La vi hace una semana.
I saw it on the news.,Lo vi en las noticias.
I saw nothing at all.,No vi nada de nada.
I sent you an e-mail.,Te mandé un e-mail.
I seriously doubt it.,Lo dudo seriamente.
I share your concern.,Comparto tus preocupaciones.
I should go with you.,Debería ir contigo.
I should go with you.,Debería ir con vosotros.
I should go with you.,Debería ir con vosotras.
I should talk to Tom.,Debería hablar con Tom.
I should've told you.,Debería habértelo dicho.
I should've told you.,Debería habértelo contado.
I showed Tom the way.,Le mostré el camino a Tom.
I showed Tom the way.,Le mostré cómo a Tom.
I showed her my room.,Le mostré mi dormitorio.
I showed her my room.,Le mostré mi cuarto.
I showed him the way.,Yo le indiqué el camino.
I slept on the couch.,Dormí en el sofá.
I solved the mystery.,He resuelto el misterio.
I sort of understand.,En cierto modo lo comprendo.
I started this topic.,Yo introduje este tema.
I still don't see it.,Sigo sin verlo.
I still remember you.,Todavía me acuerdo de ti.
I think I understand.,Creo que lo entiendo.
I think I understood.,Yo creo que comprendí.
I think I understood.,Creo que lo he entendido.
I think I'm pregnant.,Creo que estoy embarazada.
I think Tom is harsh.,Creo que Tom es rudo.
I think Tom is lucky.,Creo que Tom es afortunado.
I think Tom is lying.,Creo que Tom está mintiendo.
I think Tom is naive.,Creo que Tomás es ingenuo.
I think Tom is right.,Yo pienso que Tom tiene razón.
I think Tom won't go.,Pienso que Tom no va a ir.
I think he likes you.,Creo que le gustas.
I think my mom knows.,Creo que mi mamá sabe.
I think that's wrong.,Creo que eso es incorrecto.
I think they know me.,Creo que ellos me conocen.
I think they know us.,Creo que ellas nos conocen.
I think this is dumb.,Creo que esto es estúpido.
I think we need help.,Creo que necesitamos ayuda.
I think you heard me.,Creo que me has escuchado.
I think you panicked.,Creo que te entró miedo.
I think you're lying.,Creo que estás mintiendo.
I think you're right.,Creo que llevas razón.
I think you're right.,Creo que tienes razón.
I think you're right.,Creo que tenéis razón.
I think you're right.,Pienso que tienes razón.
I think you're right.,Creo que llevan razón.
I think you're wrong.,Creo que te equivocas.
I thought it was Tom.,Pensé que era Tom.
I told Tom about you.,Le dije a Tom acerca de ti.
I told Tom the truth.,Le dije la verdad a Tom.
I told her not to go.,Le dije que no se fuera.
I traveled by myself.,Viajé solo.
I traveled to Boston.,Viajé a Boston.
I tried not to laugh.,Traté de no reírme.
I tried to write him.,Traté de escribirle.
I used to be wealthy.,Yo solía ser adinerado.
I used to drink beer.,Solía beber cerveza.
I used to live there.,Solía vivir allí.
I used to live there.,Yo solía vivir allí.
I usually go on foot.,Suelo ir a pie.
I very much doubt it.,Lo dudo mucho.
I waited for a reply.,Estaba esperando una respuesta.
I waited three hours.,Esperé tres horas.
I wake up very early.,Me despierto muy temprano.
I walked up the hill.,Subí la colina a pie.
I want an MP3 player!,¡Quiero un MP3!
I want somebody else.,Quiero a otro.
I want the other one.,Quiero el otro.
I want to be a nurse.,Quiero ser enfermera.
I want to forget her.,Quiero olvidarla.
I want to go fishing.,Quiero ir a pescar.
I want to go fishing.,Quiero ir de pesca.
I want to go to town.,Quiero ir al centro.
I want to make a pie.,Quiero hacer una torta.
I want to play cards.,Quiero jugar a las cartas.
I want to please you.,Quiero complacerte.
I want you to behave.,Quiero que te comportes.
I want you to listen.,Quiero que escuches.
I want you to try it.,Quiero que lo intentes.
I want you to use it.,Quiero que lo uses.
I wanted Tom to come.,Quería que viniera Tom.
I wanted Tom to stay.,Quería que Tom se quedara.
I wanted Tom to stop.,Quería que Tom parara.
I wanted them to win.,Quería que ellos ganaran.
I wanted them to win.,Quería que ellas ganaran.
I wanted to be alone.,Yo quería estar sola.
I wanted to be there.,Yo quería estar ahí.
I wanted to help you.,Yo quería ayudarte.
I wanted to kill Tom.,Yo quería matar a Tom.
I wanted to love Tom.,Yo quería amar a Tom.
I wanted to remember.,Quería recordar.
I wanted to save Tom.,Quería salvar a Tom.
I wanted to stop Tom.,Quería detener a Tom.
I wanted to warn Tom.,Quería advertirle a Tom.
I wanted to warn you.,Quería advertirte.
I wanted you so much.,Te quería mucho.
I wanted you to come.,Quería que vinieras.
I wanted you to know.,Quería que supieras.
I was about to start.,Yo estaba a punto de comenzar.
I was afraid of that.,Eso me daba miedo.
I was always a loner.,Yo siempre fui una persona solitaria.
I was at the theater.,Estaba en el teatro.
I was at the theater.,Yo estaba en el teatro.
I was born in Boston.,Nací en Boston.
I was born on a ship.,Nací en un barco.
I was busy yesterday.,Ayer estuve ocupado.
"I was good, wasn't I?","Estuve bien, ¿no?"
I was in Canada then.,Yo en ese tiempo estaba en Canadá.
I was in Kyoto twice.,He estado en Kioto dos veces.
I was jealous of her.,Yo estaba celoso de ella.
I was late to school.,Llegué tarde a la escuela.
I was playing tennis.,Yo jugaba al tenis.
I was playing tennis.,Estaba jugando al tenis.
I was reading a book.,Yo estaba leyendo un libro.
I was reading a book.,Estaba leyendo un libro.
I was stung by a bee.,¡Una abeja me picó!
I was the only woman.,Era la única mujer.
I was there with Tom.,Estaba allí con Tom.
I wasn't intoxicated.,No estaba borracho.
I wasn't intoxicated.,No estaba ebrio.
I wasn't ready to go.,No estaba listo para ir.
I wasn't ready to go.,No estaba preparado para ir.
I wasn't ready to go.,No estaba preparado para marcharme.
I wasn't very sleepy.,No tenía mucho sueño.
I weigh 58 kilograms.,Peso 58 kilogramos.
I went into the army.,Me uní al ejército.
I went into the navy.,Me fui a la marina.
I went to that party.,Fui a esa fiesta.
I went to that party.,Fui a esa pachanga.
I went to the bakery.,Fui a la panadería.
I went to the market.,Yo fui al mercado.
I will accompany you.,Te acompañaré.
I will accompany you.,Lo acompañaré.
I will come with you.,Le acompaño.
I will do as you say.,Lo haré como dices.
I will have him come.,Yo lo haré venir.
I will make some tea.,Haré algo de té.
I will not be afraid.,No tendré miedo.
I will start tonight.,Empezaré esta noche.
I will start tonight.,Voy a empezar esta noche.
I will take you home.,Te llevaré a casa.
I will try next week.,Trataré la próxima semana.
I wish I was kidding.,Ojalá estuviera bromeando.
I wish I were a bird.,Ojalá fuera un pájaro.
I wish I were clever.,Ojalá fuera inteligente.
I wish I were taller.,Ojalá fuera más alto.
I wish I were taller.,Ojalá fuera más alta.
I wish Tom were here.,Me gustaría que Tom estuviese acá.
I wish you good luck.,Te deseo buena suerte.
I wish you good luck.,Le deseo suerte.
I wish you were dead.,¡Desearía que estuvieses muerto!
I woke up at sunrise.,Me desperté al amanecer.
I won the gold medal.,Yo gané la medalla de oro.
I won't be here long.,No estaré aquí mucho tiempo.
I won't leave Boston.,No abandonaré Boston.
I won't say anything.,No voy a decir nada.
I won't sell my soul.,No venderé mi alma.
I work in a pharmacy.,Trabajo en una farmacia.
I worked a lot today.,Hoy he trabajado mucho.
I worked a lot today.,Trabajé mucho hoy.
I wouldn't bet on it.,No pondría la mano en el fuego por ello.
I wouldn't blame Tom.,No culparía a Tom.
I wrote that for Tom.,Escribí eso para Tom.
I'd like some cheese.,Quisiera algo de queso.
I'd like some cheese.,Querría un poco de queso.
I'd like to know why.,Me gustaría saber porqué.
I'd like to know why.,Me gustaría saber por qué.
I'd like to lie down.,Quisiera recostarme.
I'd like to meet Tom.,Quisiera conocer a Tom.
I'd like to stand up.,Me gustaría levantarme.
I'd like to think so.,Me gustaría pensar que sí.
I'd like to think so.,Quiero creer que es así.
I'd like to watch TV.,Quisiera ver televisión.
I'd love to meet Tom.,Me encantaría conocer a Tom.
I'd love to meet him.,Me encantaría conocerlo.
I'd never betray Tom.,Nunca traicionaría a Tom.
I'd never betray you.,Yo jamás te traicionaría.
I'd never betray you.,Yo jamás le traicionaría.
I'd rather Tom do it.,Prefiero que Tom lo haga.
I'll admit I'm wrong.,Admitiré que estoy equivocado.
I'll always love you.,Siempre te amaré.
I'll apologize later.,Me disculparé más tarde.
I'll apologize later.,Voy a disculparme más tarde.
I'll ask Tom to wait.,Le pediré a Tom que espere.
I'll be back at 2:30.,Estaré de vuelta a las dos y media.
I'll be back at 6:30.,Vuelvo a las seis y media.
I'll be back by 2:30.,Volveré a las 2:30.
I'll be in my office.,Estaré en mi oficina.
I'll be there Monday.,Estaré allí el lunes.
I'll be very careful.,Voy a ser muy cuidadosa.
I'll be very careful.,Seré muy cuidadoso.
I'll be watching you.,Te estaré vigilando.
I'll be watching you.,Os estaré vigilando.
I'll be your teacher.,Seré tu profesor.
I'll buy you a drink.,Te compraré una bebida.
I'll call my husband.,Llamaré a mi esposo.
I'll call the police.,Llamaré a la policía.
I'll change my shirt.,Me voy a cambiar de camisa.
I'll come back later.,Volveré más tarde.
I'll do what you ask.,Haré lo que pides.
I'll dream about you.,Soñaré contigo.
I'll drive to Boston.,Conduciré hasta Boston.
I'll finish it later.,Después la termino.
I'll finish it later.,Lo termino después.
I'll get back to you.,Volveré a contactar contigo.
I'll give Tom a hand.,Le voy a dar una mano a Tomás.
I'll give it a whirl.,Le daré una vuelta.
I'll give it a whirl.,Probaré la suerte con ello.
I'll give you a book.,Te daré un libro.
I'll give you a call.,Te llamaré.
I'll give you a ride.,Yo te llevo.
I'll give you my car.,Te daré mi carro.
I'll go to bed early.,Me voy a dormir temprano.
I'll have my revenge.,Tendré mi venganza.
I'll have my revenge.,Voy a tener mi venganza.
I'll keep it in mind.,Lo tendré en mente.
I'll keep it in mind.,Lo tendré en cuenta.
I'll love you always.,Siempre te amaré.
I'll never come back.,Nunca más volveré.
I'll never leave you.,Nunca te dejaré.
I'll paint the house.,Yo pintaré la casa.
I'll phone you later.,Te llamo luego.
I'll see if he is in.,Veré si él está adentro.
I'll see you at 2:30.,Nos veremos a las dos y media.
I'll see you tonight.,Te veré esta noche.
I'll stay home today.,Hoy me quedaré en casa.
I'll take care of it.,Yo me ocuparé de ello.
I'll take it outside.,Lo sacaré.
I'll take you to Tom.,Te llevaré hasta Tom.
I'm Mary's boyfriend.,Soy el novio de Mary.
I'm a French citizen.,Soy un ciudadano francés.
I'm a French teacher.,Soy profesor de francés.
I'm a French teacher.,Soy profesora de francés.
I'm a cancer patient.,Soy un paciente con cáncer.
I'm a complete idiot.,Soy un completo idiota.
I'm against the bill.,Estoy en contra de este proyecto de ley.
I'm all tuckered out.,Estoy hecho polvo.
I'm all tuckered out.,Estoy molido.
I'm allergic to corn.,Soy alérgico al maíz.
I'm allergic to corn.,Soy alérgica al maíz.
I'm allergic to dogs.,Soy alérgica a los perros.
I'm allergic to dogs.,Soy alérgico a los perros.
I'm an archaeologist.,Soy arqueólogo.
I'm an archaeologist.,Yo soy arqueólogo.
I'm an archaeologist.,Soy arqueóloga.
I'm an archaeologist.,Yo soy arqueóloga.
I'm closing my store.,Estoy cerrando mi tienda.
I'm coming to Boston.,Voy a Boston.
I'm completely naked.,Estoy completamente desnudo.
I'm depending on you.,Yo dependo de ti.
I'm doing it for Tom.,Lo hago por Tom.
I'm doing it for Tom.,Lo estoy haciendo por Tom.
I'm doing well today.,Hoy estoy bien.
I'm dying for a beer!,¡Me muero por una cerveza!
I'm dying to see you.,Me muero por verte.
I'm expecting a call.,Espero una llamada.
I'm feeling confused.,Me siento confundido.
I'm fixing something.,Estoy arreglando algo.
I'm friends with him.,Él y yo somos amigos.
I'm getting divorced.,Me estoy divorciando.
I'm glad I was there.,Me alegro de haber estado ahí.
I'm glad I was wrong.,Me alegro de que estaba equivocado.
I'm glad Tom is home.,Me alegra que Tom esté en casa.
I'm glad you like it.,Me alegra que te guste.
I'm glad you're back.,Me alegro que estés de vuelta.
I'm glad you're here.,Me alegro de que estés aquí.
I'm good at Japanese.,Soy bueno para el japonés.
I'm happy to be here.,Me alegro de estar aquí.
I'm happy to see you.,Estoy contento de verte.
I'm happy to see you.,Me alegro de verte.
I'm here as a friend.,Estoy aquí como tu amigo.
I'm here every night.,Estoy aquí todas las noches.
I'm here to help you.,Estoy aquí para ayudarte.
I'm here to help you.,Estoy aquí para ayudaros.
I'm here to save you.,Estoy aquí para salvarte.
I'm in love with her.,Estoy enamorado de ella.
I'm in love with you.,Estoy enamorada de ti.
I'm incredibly tired.,Estoy terriblemente cansada.
I'm just helping out.,Sólo estoy ayudando.
I'm just making sure.,Sólo me estoy asegurando.
I'm just watching TV.,Sólo estoy viendo tele.
I'm learning Chinese.,Estoy aprendiendo chino.
I'm learning English.,Estoy aprendiendo inglés.
I'm learning Turkish.,Estoy aprendiendo turco.
I'm living in Boston.,Estoy viviendo en Boston.
I'm living in a town.,Yo estoy viviendo en una ciudad.
I'm looking for food.,Estoy buscando comida.
I'm looking for work.,Estoy buscando trabajo.
I'm making guacamole.,Estoy haciendo guacamole.
I'm moving to Boston.,Me mudo a Boston.
I'm not Tom's sister.,No soy la hermana de Tom.
I'm not a bad person.,No soy una mala persona.
I'm not as happy now.,Ahora no soy tan feliz.
I'm not at all tired.,No estoy nada cansada.
I'm not at all tired.,No estoy nada cansado.
I'm not at all tired.,No estoy cansado en absoluto.
I'm not disorganized.,No soy desorganizado.
I'm not going anyway.,Al fin y al cabo no voy a ir.
I'm not going anyway.,Igual no voy a ir.
I'm not good at math.,No soy fuerte en matemáticas.
I'm not good at this.,Esto no se me da bien.
I'm not ignoring you.,No estoy ignorándote.
I'm not leaving here.,No me voy de aquí.
I'm not middle class.,No soy de clase media.
I'm not tired at all.,No estoy nada cansada.
I'm not tired at all.,No estoy nada cansado.
I'm not tired at all.,No estoy cansado en absoluto.
I'm not very patient.,No tengo mucha paciencia.
I'm paid by the hour.,Me pagan por horas.
I'm paying attention.,Estoy prestando atención.
I'm pretty much done.,Ya casi termino.
I'm ready to go home.,Estoy listo para ir a casa.
I'm right behind him.,Estoy justo detrás de él.
I'm right behind you.,Estoy justo detrás de ti.
I'm shorter than him.,Soy más pequeño que él.
I'm shorter than him.,Soy más baja que él.
I'm smarter than you.,Soy más listo que tú.
I'm smarter than you.,Soy más lista que tú.
I'm solving a puzzle.,Estoy resolviendo un acertijo.
I'm sorry I hurt Tom.,Lamento haber herido a Tom.
I'm sorry I hurt you.,Lamento haberte hecho daño.
I'm staying in Italy.,Me estoy quedando en Italia.
I'm staying with Tom.,Me quedo con Tom.
I'm still very tired.,Todavía estoy muy cansado.
I'm studying English.,Estoy estudiando inglés.
I'm surprised at you.,Me sorprendes.
I'm too old for this.,Soy demasiado viejo para esto.
I'm too old for this.,Soy demasiado vieja para esto.
I'm totally confused.,Estoy totalmente confundida.
I'm twelve years old.,Tengo doce años.
I'm unnecessary here.,Estoy de más.
I'm very tired today.,Hoy estoy muy cansado.
I'm willing to share.,Estoy dispuesto a compartir.
I'm working tomorrow.,Mañana trabajo.
I'm writing a letter.,Estoy escribiendo una carta.
I'm younger than you.,Soy más joven que tú.
I'm younger than you.,Yo soy más joven.
I'm your best friend.,Soy tu mejor amigo.
I've already said no.,Ya he dicho que no.
I've been practicing.,He estado practicando.
I've been there once.,He estado una vez ahí.
I've been very lucky.,Soy muy afortunado.
I've been very lucky.,He tenido mucha suerte.
I've brought it back.,Ya lo traje de vuelta.
I've burnt the toast.,He quemado la tostada.
I've clean forgotten.,Me olvidé completamente.
I've come to see you.,He venido a verte.
I've done everything.,Yo hice todo.
I've done that a lot.,Lo he hecho a menudo.
I've dreamed of this.,He soñado con esto.
I've found something.,Encontré algo.
I've got a pacemaker.,Llevo marcapasos.
I've got goose bumps.,Tengo piel de gallina.
I've got goose bumps.,Se me ha puesto piel de gallina.
I've got to find Tom.,Tengo que encontrar a Tom.
I've had a busy week.,He tenido una semana muy ocupada.
I've heard about you.,He oído hablar de ti.
I've heard it before.,Ya lo he oído antes.
I've just had dinner.,Acabo de cenar.
I've learned to cook.,Aprendí a cocinar.
I've lost my car key.,Perdí la llave de mi coche.
I've lost my dignity.,Perdí mi dignidad.
I've lost my dignity.,He perdido mi dignidad.
I've lost my glasses.,He perdido mis gafas.
I've lost my glasses.,Perdí mis anteojos.
I've made up my mind.,Me he decidido.
"I've missed you, too.",Yo también te he echado de menos.
I've never hated you.,Nunca te he odiado.
I've never liked Tom.,Nunca me ha gustado Tom.
I've never liked Tom.,Tom nunca ha sido de mi agrado.
I've never said that.,Nunca he dicho eso.
I've nothing to give.,No tengo nada para dar.
I've read both books.,Me he leído los dos libros.
I've received it too.,Yo también lo he recibido.
I've seen him before.,Yo le he visto antes.
I've won first prize!,He ganado el primer premio.
"If you need me, call.","Si me necesitas, llámame."
Ignore what Tom said.,Ignora lo que dijo Tom.
Is Boston a big city?,¿Es Boston una ciudad grande?
Is Mary Tom's mother?,¿Mary es la madre de Tom?
