idioma,traduccion
Would you like bacon or sausage?,¿Quiere beicon o salchichas?
Would you like to dance with me?,¿Bailas conmigo?
Would you like to eat something?,¿Quieres comer algo?
Would you like to give it a try?,¿Te gustaría hacer un intento?
Would you like to give it a try?,¿Os gustaría intentarlo?
Would you like to give it a try?,¿Te gustaría intentarlo?
Would you like to go for a walk?,¿Quieres dar un paseo?
Would you like to go to a movie?,¿Quieres ir a ver una película?
Would you like to join our team?,¿Querrías unirte a nuestro equipo?
Would you like to say something?,¿Te gustaría decir algo?
Would you mind closing the door?,¿Podrías cerrar la puerta?
"Would you move your car, please?","¿Podría usted mover su coche, por favor?"
Would you please come over here?,¿Podrías venir aquí?
Would you please come over here?,¿Podrías venir acá?
Would you prefer milk or coffee?,¿Te gusta más la leche o el café?
Yesterday I visited Tom's house.,Ayer visité la casa de Tom.
Yesterday my uncle bought a dog.,Mi tío compró un perro ayer.
"Yesterday, he told me the truth.",Ayer me dijo la verdad.
You apparently enjoy doing that.,Parece que disfrutas haciendo eso.
You apparently enjoy doing that.,Parece que te diviertes haciéndolo.
You are in very serious trouble.,Te has metido en camisa de once varas.
You are in very serious trouble.,Estás en graves apuros.
You are in very serious trouble.,Estás en graves problemas.
You are old enough to know this.,Eres lo suficientemente mayor para saberlo.
You are sure to succeed in time.,"Tarde o temprano, seguramente tendrás éxito."
You are too young to be in love.,Sos muy joven para enamorarte.
You are too young to be in love.,Eres demasiado joven para enamorarte.
You are too young to be in love.,Eres demasiado joven para estar enamorado.
You are twice as strong as I am.,Eres el doble de fuerte que yo.
You are twice as strong as I am.,Tienes el doble de fuerza que yo.
You came at just the right time.,Viniste justo a tiempo.
You can buy it at any bookstore.,Puedes comprarlo en cualquier venta de libros.
You can do anything you want to.,Puedes hacer lo que quieras.
You can do anything you want to.,Podéis hacer lo que queráis.
You can do whatever you want to.,Puedes hacer lo que quieras.
You can go there if you want to.,Podés ir allá si querés.
You can reach me at this number.,Podés ubicarme en este número.
You can rent a boat by the hour.,Puedes arrendar un bote por horas.
"You can run, but you can't hide.","Puedes correr, pero no puedes ocultarte."
"You can run, but you can't hide.","Puedes correr, pero no esconderte."
"You can run, but you can't hide.",Puedes correr pero no esconderte.
You can spend the night with us.,Podés pasar la noche con nosotros.
You can spend the night with us.,Puedes pasar la noche con nosotras.
You can stand up if you want to.,Te puedes parar si quieres.
You can tell him for all I care.,"Anda y dile, con lo que me interesa."
You can't break the appointment.,No puede usted faltar a la cita.
You can't do that. It's illegal.,No podés hacer eso. Es ilegal.
You can't do two things at once.,No puedes hacer dos cosas al mismo tiempo.
You can't do two things at once.,No se pueden hacer dos cosas a la vez.
You can't do two things at once.,No es posible hacer dos cosas a la vez.
You can't expect more than that.,No puedes esperar más que eso.
"You can't speak French, can you?","No puedes hablar Frances, ¿verdad?"
You can't survive without money.,No se puede sobrevivir sin dinero.
You could get arrested for that.,La policía podría arrestarte por eso.
You desperately need a vacation.,Necesitas urgentemente unas vacaciones.
You didn't need to buy the book.,No necesitabas comprar el libro.
You didn't need to tell me that.,No tenías para qué decirme todo eso.
You don't have to come tomorrow.,No tiene que venir mañana.
You don't have to kick yourself.,No te comas la cabeza.
You don't know how worried I am.,Tú no sabes lo preocupado que estoy.
You don't need to come so early.,No tienes que venir tan temprano.
You don't need to speak so loud.,No hace falta que hables tan alto.
"You don't speak English, do you?","Tú no hablas inglés, ¿verdad?"
You don't want to make me angry.,No quieres hacerme enfadar.
You had better do what they say.,Será mejor que hagas lo que dicen.
"You have lovely eyes, don't you?","Tienes unos adorables ojos, ¿no es así?"
You have my permission to leave.,Tienes mi permiso para irte.
You have nothing to worry about.,No necesitas preocuparte de nada.
You have the right to the truth.,Tienes derecho a la verdad.
You have to believe in yourself.,Debes creer en ti mismo.
You have to believe in yourself.,Debéis creer en vosotros mismos.
You have to protect your family.,Debes proteger a tu familia.
You have to reply to the letter.,Tienes que responder a esta carta.
You have to respect your elders.,Tienes que respetar a tus mayores.
You haven't done anything wrong.,No has hecho nada malo.
"You haven't forgotten, have you?","No se te ha olvidado, ¿verdad?"
You know quite a lot about Sumo.,Sabes mucho acerca del sumo.
You know what I want you to say.,Sabes lo que quiero que digas.
You know where the problem lies.,Tú sabes dónde recae el problema.
"You live around here, don't you?","Vives por aquí, ¿verdad?"
You look better with short hair.,El pelo corto le queda mejor.
You look just like your brother.,Te ves igual a tu hermano.
You look very beautiful tonight.,Te ves hermosa esta noche.
You may invite whoever you like.,Puedes invitar a quien quieras.
You might find this interesting.,Puede que encuentres esto interesante.
You must answer these questions.,Tienes que responder a estas preguntas.
You must answer these questions.,Debes responder a estas preguntas.
You must answer these questions.,Debes responder estas preguntas.
You must beware of strange dogs.,Debes tener cuidado con perros desconocidos.
You must catch the animal alive.,Debes atrapar vivo al animal.
You must gain Tom's trust first.,Tienes que ganar la confianza de Tom primero.
You must not be late for school.,No debes llegar tarde a la escuela.
You must obey the traffic rules.,Debes obedecer las señales de tráfico.
You must return the book to him.,Debes devolverle el libro.
You must teach me what you know.,Debes enseñarme lo que sepas.
You must teach me what you know.,Tienes que enseñarme lo que sabes.
You must write your name in ink.,Debes escribir tu nombre con tinta.
You must've been bored to death.,Seguro que estabas muerto de aburrimiento.
You must've been bored to death.,Os tenéis que haber muerto de aburrimiento.
You need to answer the question.,Tienes que responder a la pregunta.
You need to respect the elderly.,Debes respetar a los mayores.
You need to stop goofing around.,Tenés que dejar de pelotudear.
You need to stop goofing around.,Tenés que dejar de boludear.
You ought to ask him for advice.,Deberías pedirle consejo a él.
You ought to ask him for advice.,Deberíais pedirle consejo a él.
You ought to do that right away.,Deberías hacerlo inmediatamente.
You ought to do that right away.,Deberían hacerlo sin demora.
You ought to have read the book.,Debías haber leído el libro.
You ought to have read the book.,Deberías haber leído el libro.
You owe it to yourself to do it.,Te debes a ti mismo para hacerlo.
"You really are tall, aren't you?","La verdad es que eres alto, ¿eh?"
You seem to have a crush on Tom.,Tú pareces estar loca por Tom.
You shall not marry my daughter!,¡No te vas a casar con mi hija!
You should conform to the rules.,Debes ajustarte a las reglas.
You should conform to the rules.,Debe ajustarse a las reglas.
You should conform to the rules.,Deben ajustarse a las reglas.
You should conform to the rules.,Debéis ajustaros a las reglas.
You should express your opinion.,Deberías expresar tu opinión.
You should express your opinion.,Deberían expresar su opinión.
You should go to the barbershop.,Deberías ir a la peluquería.
You should go to the barbershop.,Deberías ir a la barbería.
You should keep your mouth shut.,Usted debería mantener la boca cerrada.
You should listen to his advice.,Deberías escuchar su consejo.
You should not stay up too late.,No deberías quedarte despierto hasta muy tarde.
You should refrain from smoking.,Deberías abstenerte de fumar.
You should stay here a few days.,Deberías quedarte aquí por algunos días.
You should take the shuttle bus.,Deberías coger el autobús lanzadera.
You should've seen what Tom did.,Deberías haber visto lo que hizo Tom.
You should've told me yesterday.,Me debiste haber dicho ayer.
You told me not to tell anybody.,Me dijiste que no se lo diga a nadie.
You told me you could handle it.,Me dijiste que podías con ello.
You will be welcome at any time.,Siempre serás bienvenido.
You won't be in time for school.,No vas a llegar al colegio a tiempo.
You won't be in time for school.,No llegarás a tiempo a la escuela.
You'd better not argue with Tom.,Será mejor que no discutas con Tom.
You'll have to ask someone else.,Tendrá usted que preguntar a otra persona.
You'll have to look out for Tom.,Vas a tener que ocuparte de Tom.
You'll understand it right away.,Lo entenderéis en seguida.
You'll understand it right away.,Lo entenderás en seguida.
"You're Tom's friend, aren't you?","Vos sos el amigo de Tom, ¿verdad?"
"You're Tom's friend, aren't you?",Eres el amigo de Tom ¿verdad?
"You're always welcome here, Tom.","Aquí siempre serás bien recibido, Tom."
You're awful at keeping secrets.,Eres pésimo para guardar secretos.
You're contradicting yourselves.,Os estáis contradiciendo.
You're old enough to understand.,Eres suficientemente viejo para entender.
"You're still single, aren't you?",Todavía estás soltero ¿verdad?
"You're still single, aren't you?",Todavía estás soltera ¿verdad?
"You're sweating like a pig, Tom.","Estás sudando como un cerdo, Tom."
You're the best man for the job.,Eres el más indicado para este trabajo.
"You're the champion, aren't you?","Sos el campeón, ¿no?"
You're the only Canadian I know.,Eres el único canadiense que conozco.
You're too young to get married.,Sos demasiado joven para casarte.
You're too young to get married.,Eres demasiado joven para casarte.
You've got a pretty good memory.,Tienes una memoria de elefante.
You've got bags under your eyes.,Tienes ojeras.
"You've stalled long enough, Tom.","Tú nos has dado largas demasiado tiempo, Tom."
You've still got thirty minutes.,Todavía tienes treinta minutos.
Your CV has really impressed me.,Tu currículo realmente me ha impresionado.
Your Chinese is awesome already.,Tu chino ya es asombroso.
Your attendance isn't necessary.,Su asistencia no es necesaria.
Your carpet is completely white.,Tu alfombra es totalmente blanca.
Your chair is identical to mine.,Tu silla es idéntica a la mía.
Your dog is still barking at me.,Tu perro todavía me está ladrando.
Your guitar is better than mine.,Tu guitarra es mejor que la mía.
Your guitar is better than mine.,Su guitarra es mejor que la mía.
Your guitar is better than mine.,Vuestra guitarra es mejor que la mía.
Your kiss is sweeter than honey.,Tu beso es más dulce que la miel.
Your name sounds familiar to me.,Tu nombre me suena familiar.
Your name sounds familiar to me.,Me suena tu nombre.
Your name sounds familiar to me.,Tu nombre me resulta familiar.
Your name sounds familiar to me.,Su nombre me resulta familiar.
Your problem is similar to mine.,Tu problema es parecido al mío.
Your question is hard to answer.,Es difícil responder a tu pregunta.
Your shirt has a button missing.,Tu camisa ha perdido un botón.
Your wristwatch is on the table.,Tu reloj de pulsera está encima de la mesa.
"""Can somebody help me?"" ""I will.""","""¿Alguien puede ayudarme?"" ""Yo lo haré""."
"""Fast"" is the opposite of ""slow.""","""Rápido"" es el contrario de ""lento""."
"""Fast"" is the opposite of ""slow.""","""Rápido"" es el antónimo de ""lento""."
"""I'm Japanese,"" the boy answered.","""Soy japonés"" respondió el niño."
"""Kyoto"" is an anagram of ""Tokyo.""","""Kioto"" es un anagrama de ""Tokio""."
"""May I go with you?"" ""Of course.""","""¿Puedo ir contigo?"" ""Por supuesto."""
"""That's a woman's job,"" said Tom.","""Eso es trabajo para una mujer"", dijo Tom."
"""Tom likes Mary."" ""Yeah, I know.""","""A Tom le gusta María."" ""Sí, lo sé."""
A baby is sleeping in the cradle.,Un bebé duerme en la cuna.
A big ship is anchored near here.,Un barco grande está anclado cerca de aquí.
A big wave turned over his canoe.,Su canoa se volcó al recibir una gran ola.
A big wave turned over his canoe.,Una gran ola volcó su canoa.
A blood transfusion is necessary.,Es necesaria una transfusión de sangre.
A button's fallen off the jacket.,Se ha desprendido un botón del saco.
A cat got out from under the car.,Un gato salió de abajo del auto.
A conductor directs an orchestra.,Un director conduce una orquesta.
A curfew was imposed on the city.,Se impuso un toque de queda en la ciudad.
A dog has a sharp sense of smell.,Un perro tiene un agudo sentido del olfato.
A driver was sleeping in the car.,Un conductor estaba durmiendo en el coche.
A drunk man fell down the stairs.,Un borracho se cayó por las escaleras.
A few people came to the lecture.,Hubo poca asistencia a la conferencia.
A group of children were playing.,Un grupo de niños estaban jugando.
A mother's love is unconditional.,El amor de madre es incondicional.
A new road is under construction.,Hay un camino nuevo en construcción.
A plane is flying above the city.,Un avión está volando sobre la ciudad.
A plane is flying above the city.,Un avión está sobrevolando la ciudad.
A right angle has ninety degrees.,Un ángulo recto tiene 90 grados.
A ring and some cash are missing.,Falta un anillo y algo de efectivo.
A river flows through the valley.,Un río corre a través del valle.
A tiger has escaped from the zoo.,Un tigre se ha escapado del zoo.
A toothache deprived me of sleep.,El dolor de dientes no me dejó dormir.
A true friend would've helped me.,Un amigo de verdad me habría ayudado.
A true friend would've helped me.,Un verdadero amigo me habría ayudado.
A wrench is a commonly used tool.,Una llave es una herramienta habitual.
AI means Artificial Intelligence.,IA quiere decir Inteligencia Artificial.
About how many books do you have?,¿Cuántos libros tienes más o menos?
"According to her, he is a coward.","Según ella, él es un cobarde."
Add a few more names to the list.,Añade algunos nombres más a la lista.
Agnès looked at the brown boats.,Agnès miró los botes marrones.
All I want is some companionship.,Todo lo que quier es algo de compañía.
All I want now is a little sleep.,Todo lo que quiero ahora es dormir un poco.
All of the students were present.,Todos los estudiantes estaban presentes.
All of us climbed aboard quickly.,Todos subimos rápidamente a bordo.
All the boys were looking at Tom.,Todos los muchachos estaban mirando a Tom.
All the players were in position.,Todos los jugadores estaban en su posición.
All these devices are unreliable.,Todos estos dispositivos no son de fiar.
All we can do is to wait for him.,Todo lo que podemos hacer es esperarle.
Almost all of the dogs are alive.,Casi todos los perros están vivos.
An honest man never steals money.,Un hombre honesto nunca roba dinero.
An olive branch symbolizes peace.,Una rama de olivo simboliza la paz.
Are fireworks legal in Australia?,¿Son legales los fuegos artificiales en Australia?
Are there any beaches in Germany?,¿Hay alguna playa en Alemania?
Are there any beaches in Germany?,¿Hay playas en Alemania?
Are there dogs that eat raw fish?,¿Hay perros que comen pescado crudo?
Are there earthquakes in Germany?,¿Hay terremotos en Alemania?
Are there still some empty seats?,¿Hay todavía asientos vacíos?
Are you busy on Sunday afternoon?,¿Estás ocupado el domingo por la tarde?
Are you free on Friday afternoon?,¿Estás libre el viernes a la tarde?
Are you going to eat those fries?,¿Te vas a comer esas papas fritas?
Are you going to school tomorrow?,¿Vas mañana a la escuela?
Are you going to school tomorrow?,¿Vas a ir a la escuela mañana?
Are you going to the party today?,¿Vas a la fiesta hoy?
Are you sure this is a good idea?,¿Estás seguro de que es una buena idea?
Are you sure you don't want this?,¿Estás seguro de que no quieres esto?
Are you sure you just want water?,¿Estás seguro de que solo quieres agua?
Are you sure you want to be here?,¿Están seguros de que quieren estar aquí?
Are you sure you want to do that?,¿Estás seguro de que quieres hacer esto?
Are you sure you want to do that?,¿Están ustedes seguros de que quieren hacerlo?
Are you sure you want to do that?,¿Está usted seguro de que quiere hacerlo?
Are you sure you want to do this?,¿Estás seguro de que quieres hacer esto?
Are you thinking of helping them?,¿Estás pensando ayudarles?
Are you tired of waiting in line?,¿Estás cansado de hacer cola?
Armenia is a mountainous country.,Armenia es un país montañoso.
Asians generally have black hair.,Los asiáticos generalmente tienen pelo oscuro.
Ask him if he can speak Japanese.,Pregúntale si él habla japonés.
"At first, I thought she was sick.","Al comienzo, pensé que estaba enferma."
At least I tried to do something.,Al menos intenté hacer algo.
At what time did the show finish?,¿A qué hora terminó el show?
Australia is a beautiful country.,Australia es un lindo país.
Autumn is just around the corner.,El otoño está a la vuelta de la esquina.
Baseball is an interesting sport.,El béisbol es un deporte interesante.
Be careful on your way back home.,Anda con cuidado a tu casa.
Be careful. Your coat's dragging.,"Cuidado, le arrastra el abrigo."
Be sure to come home early today.,Asegúrate de volver a casa pronto hoy.
"Because he's sick, he can't come.",Él no puede venir porque está enfermo.
Being in good shape takes effort.,Estar en buena forma requiere esfuerzo.
Berlin is the capital of Germany.,Berlín es la capital de Alemania.
Blackboards are not always black.,Una pizarra no tiene por qué ser necesariamente negra.
Blackboards are not always black.,Las pizarras no son siempre negras.
Boston is a great place to visit.,Boston es un lugar estupendo para visitar.
Both Tom and Mary work as models.,Tom y Mary trabajan como modelos.
Both Tom and Mary work as models.,Tanto Tom como Mary trabajan de modelos.
Both of my parents are musicians.,Mis padres son músicos.
Both of us want to see the movie.,Ambos queremos ver la película.
Breakfast is served at seven a.m.,El desayuno se sirve a las siete.
Bring all your friends next time.,La próxima vez tráete a todos tus amigos.
"Bring me a cup of coffee, please.","Tráeme una taza de café, por favor."
"Bring the book to me, not to Tom.","Tráeme el libro, no se lo lleves a Tom."
Brush your teeth after each meal.,Cepíllate los dientes después de cada comida.
"By the way, what is your address?","Por cierto, ¿cuál es su dirección?"
Can I get you something to drink?,¿Puedo ofrecerle algo de beber?
Can I telephone London from here?,¿Puedo llamar a Londres desde aquí?
Can it be phrased in another way?,¿Se puede expresar de otra manera?
Can someone answer the telephone?,¿Podría alguien contestar el teléfono?
Can someone please open the door?,"¿Alguien puede abrir la puerta, por favor?"
Can we roller-skate in this park?,¿Podemos andar en patines en este parque?
Can you give me your cell number?,¿Puedes darme tu número de celular?
Can you help look after the kids?,¿Me puedes ayudar a cuidar a los niños?
Can you help look after the kids?,¿Puedes ayudarme cuidando a los chiquillos?
Can you help me find my daughter?,¿Puedes ayudarme a encontrar a mi hija?
Can you imagine me making a cake?,¿Puedes imaginarme preparando una torta?
Can you show me how to tie a tie?,¿Puedes mostrarme cómo atar una corbata?
Can you tell me why you like him?,¿Podrías decirme por qué le quieres?
Can't you do anything to stop it?,¿No puedes hacer nada para detenerlo?
Cardboard is stronger than paper.,El cartón es más fuerte que el papel.
Cats can see even in dark places.,Los gatos pueden ver incluso en lugares oscuros.
Chen is not a university student.,Chen no es un estudiante universitario.
Children love to dig in the sand.,A los niños les encanta cavar en la arena.
Children sometimes lack patience.,A veces los niños no tienen paciencia.
Coffee will be ready in a minute.,El café estará listo en un minuto.
Comb your hair before you go out.,Péinate antes de salir.
Comb your hair before you go out.,Peinate el cabello antes de salir.
Competition is not bad in itself.,La competencia en sí misma no es mala.
"Could I see you a minute, please?","¿Puedo verte por un minuto, por favor?"
"Could I see you a minute, please?","¿Podría verle un minuto, por favor?"
Could Tom really be that devious?,¿Pudo Tom realmente ser tan artero?
Could you exchange rooms with me?,¿Cambiarías de pieza conmigo?
Could you please clear the table?,"¿Podrías despejar la mesa, por favor?"
Customers came one after another.,Los clientes llegaron uno tras otro.
DNA tests showed he was innocent.,Las pruebas de ADN demostraron que él era inocente.
Death is often compared to sleep.,La muerte se compara a menudo con el sueño.
Describe that accident in detail.,Describa el accidente en detalle.
Did I do something to offend you?,¿Acaso hice algo que te ofendiera?
Did I do something to offend you?,¿Hice algo para ofenderte?
Did Tom tell Mary what John said?,¿Le contó Tom a Mary lo que dijo John?
Did he have sandwiches for lunch?,¿Tenía bocadillos para comer?
Did he have sandwiches for lunch?,¿Tenía bocadillos para almorzar?
Did you already brush your teeth?,¿Ya te limpiaste los dientes?
Did you already do your homework?,¿Ya hiciste tu tarea?
Did you already do your homework?,¿Ya hiciste tus deberes?
Did you do that just to annoy me?,¿Lo has hecho sólo para enfadarme?
Did you do that just to annoy me?,¿Lo hicisteis únicamente para enojarme?
Did you eat something last night?,¿Comiste algo anoche?
Did you enjoy yourself yesterday?,¿Te lo pasaste bien ayer?
Did you find your contact lenses?,¿Has encontrado tus lentes de contacto?
Did you learn anything new today?,¿Aprendiste algo nuevo hoy?
Did you read the book I gave you?,¿Leíste el libro que te regalé?
Did you see grandpa's wheelchair?,¿Has visto la silla de ruedas del abuelo?
Did you see grandpa's wheelchair?,¿Vieron la silla de ruedas del abuelo?
Did you see what she was wearing?,¿Has visto lo que llevaba puesto?
Did you vote for Romney or Obama?,¿Votaste por Romney o por Obama?
Didn't I show you my new Mustang?,¿No te he enseñado mi nuevo Mustang?
Didn't I show you my new Mustang?,¿No te he mostrado mi nuevo Mustang?
Didn't you hear your name called?,¿No oíste que te nombraron?
Didn't you know turtles lay eggs?,¿No sabías que las tortugas ponían huevos?
Didn't you write a letter to him?,¿No le has escrito una carta?
Didn't you write a letter to him?,¿No le escribiste una carta?
"Do I have your word on that, Tom?","¿Tengo tu palabra en eso, Tom?"
Do they both understand Japanese?,¿Pueden ambos comprender francés?
Do those girls wear white skirts?,¿Llevan aquéllas faldas blancas?
Do you ever study in the library?,¿Estudias alguna vez en la biblioteca?
Do you ever think about that guy?,¿Alguna vez piensas en ese chico?
Do you have a table in your room?,¿Tienes una mesa en tu pieza?
Do you have a table on the patio?,¿Tienes una mesa en el patio?
Do you have a table on the patio?,¿Tienen una mesa en el patio?
Do you have any one dollar bills?,¿Tienes algún billete de un dólar?
Do you have any peppermint candy?,¿Tiene caramelos de menta?
Do you have anything to do today?,¿Tiene usted algo que hacer hoy?
Do you have attacks of dizziness?,¿Tiene usted ataques de vértigo?
Do you have brothers and sisters?,¿Tienes hermanos o hermanas?
Do you have brothers and sisters?,¿Tenéis hermanos o hermanas?
Do you have your laptop with you?,¿Llevas tu portátil?
Do you know any of Tom's friends?,¿Conocés a alguno de los amigos de Tom?
Do you know any of Tom's friends?,¿Conoces a alguno de los amigos de Tom?
Do you know of any good dentists?,¿Sabes de algún buen dentista?
Do you know what Tom's secret is?,¿Sabes cuál es el secreto de Tom?
Do you know where I can find Tom?,¿Sabés dónde lo puedo encontrar a Tomás?
Do you know where I can find Tom?,¿Sabes dónde lo puedo encontrar a Tomás?
Do you know where I can get help?,¿Sabes dónde puedo conseguir ayuda?
Do you know where Tom was hiding?,¿Sabe dónde se estaba escondiendo Tom?
Do you know where Tom was hiding?,¿Sabes dónde se estaba escondiendo Tom?
Do you know where Tom was hiding?,¿Sabés dónde se estaba escondiendo Tom?
Do you know where my glasses are?,¿Sabes dónde están mis anteojos?
Do you know where the girl lives?,¿Usted sabe dónde vive la chica?
Do you know where you want to go?,¿Sabes hacia dónde quieres ir?
Do you know where you want to go?,¿Saben para dónde quieren ir?
Do you know who wrote this novel?,¿Sabes quién escribió esta novela?
Do you love each other that much?,¿Os queréis tanto?
Do you love each other very much?,¿Os queréis mucho?
Do you mind if I open the window?,¿No le importa si abro la ventana?
Do you mind if I open the window?,¿Te molesta si abro la ventana?
Do you mind if I open the window?,¿Te molesta si abro la ventana un poco?
Do you mind waiting for a minute?,¿Le importaría esperar un minuto?
Do you really think it's no good?,¿De verdad piensas que es malo?
Do you really think it's no good?,¿De verdad crees que no es bueno?
Do you really want Tom to suffer?,¿De verdad quieres que Tom sufra?
Do you really want me to do that?,¿Realmente quieres que haga eso?
Do you really want me to do this?,¿De verdad quieres que haga esto?
Do you really want to talk to me?,¿De verdad quieres conversar conmigo?
Do you remember seeing me before?,¿Recuerdas haberme visto antes?
Do you remember your grandfather?,¿Recuerdas a tu abuelo?
Do you remember your grandfather?,¿Te acuerdas de tu abuelo?
Do you see that house? It's mine.,¿Ves aquella casa? Es mía.
Do you spend much time in Boston?,¿Pasas mucho tiempo en Boston?
Do you still think I'm beautiful?,¿Sigues pensando que soy guapa?
Do you still want to go to lunch?,¿Todavía quieres ir a almorzar?
Do you think I'm wasting my time?,¿Piensas que estoy perdiendo mi tiempo?
Do you think Tom will forgive me?,¿Pensás que Tom me va a perdonar?
Do you think Tom will forgive me?,¿Crees que Tom me perdonará?
Do you think animals have a soul?,¿Piensa usted que los animales tienen alma?
Do you think animals have a soul?,¿Tú piensas que los animales tienen alma?
Do you think this is interesting?,¿Te parece interesante?
Do you think this is interesting?,¿Les parece interesante?
Do you think this is interesting?,¿Le parece interesante?
Do you understand the difference?,¿Entendés la diferencia?
Do you want a seat by the window?,¿Desea un puesto junto a la ventana?
Do you want him to know about it?,¿Quieres que él lo sepa?
Do you want me to comb your hair?,¿Quieres que te peine el cabello?
Do you want me to go without you?,¿Quieres que vaya sin ti?
Do you want me to put Tom to bed?,¿Quieres que lleve a Tom a la cama?
Do you want me to tell the truth?,¿Quieres que te diga la verdad?
Do you want me to tell the truth?,¿Quieren que les diga la verdad?
Do you want sugar in your coffee?,¿Quieres azúcar en el café?
Do you want the lights on or off?,¿Quieres las luces prendidas o apagadas?
Do you want to go back to Boston?,¿Quieres volver a Boston?
Do you want to go hiking with us?,¿Quieres venirte de excursión con nosotros?
Do you want to go someplace else?,¿Quieres ir a algún otro lugar?
Do you want to know how I did it?,¿Quieres saber cómo lo hice?
Do you want to know what I think?,¿Quieres saber lo que pienso?
Do you want to know what's wrong?,¿Quieres saber qué está mal?
Do you want to know who did this?,¿Quieres saber quién hizo esto?
Do you want to see her very much?,¿Tanto deseas verla?
Do you want to stay here all day?,¿Querés quedarte acá todo el día?
Do you want to take care of that?,¿Quieres encargarte de eso?
Do you want to talk in my office?,¿Quieres conversar en mi oficina?
Do you want to talk in my office?,¿Quieren conversar en mi oficina?
Do you want to talk in my office?,¿Quieres hablar en mi oficina?
