idioma,traduccion
When did you miss your watch?,¿Cuándo te diste cuenta de que perdiste tu reloj?
When do you go back to Japan?,¿Cuándo vuelves a Japón?
When do you want me to start?,¿Cuándo querés que empiece?
When is your school festival?,¿Cuándo es tu fiesta escolar?
When shall I return the book?,¿Cuándo puedo devolver el libro?
When will breakfast be ready?,¿Cuándo estará listo el desayuno?
When will we arrive in Tokyo?,¿Cuándo llegaremos a Tokio?
"When will we eat dinner, Mom?","¿Cuándo vamos a cenar, mamá?"
When will your father arrive?,¿Cuándo llegará tu padre?
When would you like to begin?,¿Cuándo te gustaría empezar?
Where are her other pictures?,¿Dónde están sus otras fotos?
Where are you from in Canada?,¿De qué parte de Canadá eres?
Where are your grandchildren?,¿Dónde están tus nietos?
Where can I buy a live tiger?,¿Dónde puedo comprar un tigre vivo?
Where can I do some shopping?,¿Dónde puedo hacer algunas compras?
Where did you buy that dress?,¿Dónde compraste ese vestido?
Where did you buy that skirt?,¿Dónde compraste esa falda?
Where did you eat last night?,¿Dónde cenaron ustedes anoche?
Where did you eat last night?,¿Dónde comiste anoche?
Where did you find that doll?,¿Dónde encontraste esa muñeca?
Where did you find their cat?,¿Dónde encontraste a su gato?
Where did you go last Sunday?,¿Adónde fuiste el domingo pasado?
Where did you go to in Japan?,¿A dónde fuiste en Japón?
Where did you learn all that?,¿Dónde aprendiste todo eso?
Where did you live last year?,¿Dónde viviste el año pasado?
Where did you see that woman?,¿Dónde viste a esta mujer?
Where did you see that woman?,¿Dónde viste a esa mujer?
Where does Tom eat breakfast?,¿Dónde desayuna Tom?
Where does your grandpa live?,¿Dónde vive tu abuelo?
Where in Canada are you from?,¿De qué parte de Canadá vienes?
Where is the Russian embassy?,¿Dónde queda la embajada rusa?
Where is the Spanish embassy?,¿Dónde queda la embajada española?
Where is the railway station?,¿Dónde está la estación de tren?
Where is your new tablecloth?,¿Dónde está tu mantel nuevo?
Where was she at that moment?,¿Dónde estaba ella en ese momento?
Where was this picture taken?,¿Dónde se tomó esta foto?
Where's my box of chocolates?,¿Dónde está mi caja de bombones?
Where's the closest bus stop?,¿Dónde está la parada de autobús más cercana?
Where's the nearest bus stop?,¿Dónde está la parada de colectivos más cercana?
Where's the nearest hospital?,¿Dónde está el hospital más cercano?
Which bed do you want to use?,¿Cuál cama quieres usar?
Which bed do you want to use?,¿Qué cama quieres usar?
Which hat do you want to buy?,¿Qué sombrero querés comprar?
Which of these dogs is yours?,¿Cuál de estos es tu perro?
Which of you came here first?,¿Quién de ustedes llegó primero?
Which one do you like better?,¿Cuál prefieres?
Which road goes to city hall?,¿Cuál calle va al ayuntamiento?
Which skirt would you choose?,¿Cuál pollera eligirías?
Which train are you catching?,¿Qué tren vas a coger?
White doves are pretty birds.,Las palomas blancas son unos bonitos pájaros.
Who are your closest friends?,¿Quiénes son tus amigos más cercanos?
Who designed the White House?,¿Quién diseñó la Casa Blanca?
Who ended up paying the bill?,¿Quién terminó pagando la cuenta?
Who have you helped recently?,¿A quién has ayudado recientemente?
Who invited you to the party?,¿Quién te invitó a la fiesta?
Who is the owner of this car?,¿Quién es el dueño de este auto?
Who looks after the children?,¿Quién cuida de los niños?
Who needs that old furniture?,¿Quién necesita ese viejo mueble?
Who represents the defendant?,¿Quién representa al demandado?
Who told you that I was sick?,¿Quién te dijo que estaba enfermo?
Who took part in the contest?,¿Quiénes se presentaron al concurso?
Who wants some hot chocolate?,¿Quién quiere chocolate caliente?
Who was invited to the party?,¿A quién invitaron a la fiesta?
Who will look after the baby?,¿Quién cuidará del bebé?
Who will look after the baby?,¿Quién cuidará al bebé?
Who will look after your dog?,¿Quién cuidará de tu perro?
Who's playing hockey tonight?,¿Quién juega hockey esta noche?
Who's that person over there?,¿Quién es la persona que está allá?
Who's your favorite musician?,¿Quién es tu músico preferido?
Whoever wants it may take it.,Quienquiera que lo quiera puede llevárselo.
Why are girls so complicated?,¿Por qué las niñas son tan complicadas?
Why are people afraid of Tom?,¿Por qué la gente le tiene miedo a Tom?
Why are people scared of Tom?,¿Por qué la gente le tiene miedo a Tom?
Why are you being mean to me?,¿Por qué eres malo conmigo?
Why are you doing this to me?,¿Por qué me estás haciendo esto?
Why are you doing this to me?,¿Por qué me estáis haciendo esto?
Why are you drying your hair?,¿Por qué te estás secando el pelo?
Why are you holding my hands?,¿Por qué me tomas las manos?
Why can he never do anything?,¿Por qué él nunca puede hacer nada?
Why can't we just take a cab?,¿Por qué no podemos tomar un taxi?
Why did she ask for our help?,¿Por qué ella pidió nuestra ayuda?
Why did you become a teacher?,¿Por qué te volviste profesor?
Why did you become a teacher?,¿Por qué se volvió profesora?
Why did you want to buy them?,¿Por qué querías comprarlos?
Why didn't Tom call for help?,¿Por qué Tom no pidió ayuda?
Why didn't you stay with Tom?,¿Por qué no te quedaste con Tom?
Why do I have to talk to Tom?,¿Por qué tengo que hablar con Tom?
Why do I have to talk to Tom?,¿Por qué tengo que ser yo el que hable con Tom?
Why do I have to talk to Tom?,¿Por qué tendría que hablar con Tom?
Why do I have to talk to Tom?,¿Por qué voy a ser el que tenga que hablar con Tom?
Why do I have to talk to Tom?,¿Por qué me toca a mí hablar con Tom?
Why do I have to talk to Tom?,¿Por qué tengo yo que hablar con Tom?
Why do people commit suicide?,¿Por qué la gente se suicida?
Why do you all look so happy?,¿Por qué todos ustedes se ven tan felices?
Why do you have so many cats?,¿Por qué tienes tantos gatos?
Why do you like short skirts?,¿Por qué te gustan las faldas cortas?
Why do you need a new ladder?,¿Por qué necesitáis una escalera nueva?
Why do you think it happened?,¿Por qué piensas que eso sucedió?
Why do you want one of those?,¿Por qué quieres uno de esos?
Why do you want to know that?,¿Por qué quieres saber eso?
Why do you want to work here?,¿Por qué querés trabajar acá?
Why does Tom want to find us?,¿Por qué Tom quiere encontrarnos?
Why does everybody love cats?,¿Por qué a todo mundo le gustan los gatos?
Why doesn't anybody help Tom?,¿Por qué no ayuda nadie a Tom?
Why doesn't that surprise me?,¿Por qué eso no me sorprende?
Why don't I have a boyfriend?,¿Por qué no tengo novio?
Why don't we get out of here?,¿Por qué no nos vamos de aquí?
Why don't we take the stairs?,¿Por qué no usamos las escaleras?
Why don't we take the stairs?,¿Por qué no vamos por las escaleras?
Why don't we take the stairs?,¿Por qué no usamos la escalera?
Why don't you come to Boston?,¿Por qué no vienes a Boston?
Why don't you eat vegetables?,¿Por qué no comes verdura?
Why don't you eat vegetables?,¿Por qué no comes vegetales?
Why don't you get some sleep?,¿Por qué no duermes un poco?
Why don't you give me a hand?,¿Por qué no me echas una mano?
Why don't you just apologize?,¿Por qué no nomás te disculpas?
Why don't you look for a job?,¿Por qué no buscas un empleo?
Why is my dad in the kitchen?,¿Por qué está mi papá en la cocina?
Why should I worry about Tom?,¿Por qué debería preocuparme por Tom?
Why were you looking for Tom?,¿Por qué estaba buscando a Tomás?
Why would anybody kidnap Tom?,¿Por qué alguien secuestraría a Tom?
Will it be Saturday tomorrow?,¿Mañana será sábado?
Will the train leave on time?,¿Saldrá el tren a tiempo?
Will you be finished by 2:30?,¿Habrás terminado para las dos y media?
Will you come back home soon?,¿Volverás pronto a casa?
Will you have dinner with me?,¿Cenarías conmigo?
Will you have some more cake?,¿Te vas a servir un poco más de torta?
Will you play tennis with us?,¿Juegas al tenis con nosotros?
Will you please come with me?,¿Quiere hacer el favor de acompañarme?
Will you sell your car to me?,¿Me venderás tu coche?
Will you watch the superbowl?,¿Vas a ver el Super Bowl?
Winds from the sea are humid.,El viento del mar es húmedo.
Winter is my favorite season.,El invierno es mi estación favorita.
Won't you have some more tea?,¿No se va a servir un poco más de té?
Would you be willing to help?,¿Estarías dispuesto a ayudar?
Would you be willing to help?,¿Estarían dispuestos a ayudar?
Would you come here a moment?,¿Puedes venir un momento?
Would you excuse me a moment?,¿Me disculparía por un momento?
Would you help me if I moved?,¿Si me mudara me ayudarías?
Would you join me for a walk?,¿Podrías acompañarme para un paseo?
Would you lend me some money?,¿Me podrías prestar algo de dinero?
Would you lend me some money?,¿Me podría prestar algo de dinero?
Would you lend me your knife?,¿Puedes prestarme tu cuchillo?
Would you like a cup of milk?,¿Quieres una taza de leche?
Would you like another apple?,¿Querés otra manzana?
Would you like another apple?,¿Quieres otra manzana?
Would you like anything else?,¿Quieres algo más?
Would you like coffee or tea?,¿Quiere café o té?
Would you like some more tea?,¿Le gustaría un poco más de té?
Would you like some more tea?,¿Te gustaría un poco más de té?
Would you like to freshen up?,¿Quieres refrescarte?
Would you like to see it now?,¿Te gustaría verlo ahora?
Would you mind if I told Tom?,¿Te importaria si le digo a Tom?
Would you prefer not to help?,¿Preferirías no ayudar?
Would you rather not do that?,¿Preferirías no hacerlo?
Write the date of your birth.,Escriba su fecha de nacimiento.
Yes. You're absolutely right.,Sí. Tiene toda la razón.
Yesterday I finished the job.,Ayer terminé el trabajo.
Yesterday I had a high fever.,Ayer tuve fiebre elevada.
"You already know that, right?","Ya lo sabes, ¿verdad?"
You and I are going together.,Tú y yo vamos juntos.
You are a good tennis player.,Eres un buen jugador de tenis.
You are as tall as my sister.,Tú eres tan alto como mi hermana.
You are in need of a holiday.,Tú necesitas un día libre.
You are my reason for living.,Tú eres la razón de mi vida.
You are no younger than I am.,No eres más joven que yo.
You are not a child any more.,Ya no eres ningún niño.
You are suitable for the job.,Usted es apto para el trabajo.
You are your own worst enemy.,Tú eres tu peor enemigo.
You blame Tom for everything.,Tú culpas a Tom por todo.
You blame Tom for everything.,Tú le echas la culpa a Tom por todo.
You bought an expensive coat.,Te compraste un abrigo caro.
You can be anything you want.,Puedes ser lo que quieras.
You can be anything you want.,Podéis ser lo que queráis.
You can do whatever you like.,Puedes hacer lo que gustes.
You can easily find the bank.,Puedes encontrar el banco fácilmente.
You can go anyplace you like.,Puedes ir a adonde quieras.
You can go anywhere you like.,Podéis ir donde queráis.
You can go wherever you want.,Puedes ir adonde quieras.
You can never be too careful.,Nunca se es demasiado cuidadoso.
You can't control everything.,No puedes controlarlo todo.
You can't control everything.,No podéis controlarlo todo.
You can't go home until 2:30.,No te puedes ir a casa hasta las dos y media.
You can't go where I'm going.,Adonde voy tú no puedes ir.
You can't just leave me here.,No puedes dejarme aquí sin más.
You can't know that for sure.,No puedes estar seguro de eso.
You can't live without water.,No podéis vivir sin agua.
You can't park your car here.,No puedes aparcar aquí.
You can't park your car here.,No puede aparcar aquí.
You can't park your car here.,No puedes estacionar aquí.
You can't park your car here.,No puedes estacionar tu auto aquí.
You can't park your car here.,No puede estacionar su auto aquí.
You can't park your car here.,No puede estacionar aquí.
You can't play baseball here.,No podés jugar béisbol acá.
You can't play baseball here.,No puedes jugar béisbol aquí.
You can't see what I can see.,No puedes ver lo que puedo ver.
"You can't swim well, can you?","No sabes nadar bien, ¿verdad?"
You deserve better than that.,Mereces algo mejor.
You deserve better than that.,Merecéis algo mejor.
"You did warn Tom, didn't you?","Tú se lo advertiste a Tom, ¿no es cierto?"
You didn't hear this from me.,No oíste esto de mi parte.
You didn't tell him anything?,¿No le has dicho nada?
"You didn't touch it, did you?","No lo has tocado, ¿no?"
You do not have to come here.,No tienes que venir aquí.
You do not have to do it now.,No tienes que hacerlo ahora.
You don't have a good memory.,Tú no tienes una buena memoria.
You don't have to believe me.,No tienes que creerme.
You don't have to believe me.,No tienen que creerme.
You don't have to work today.,Hoy no tienes que trabajar.
You don't look like a priest.,Tú no pareces un cura.
You don't look like your dad.,No te pareces a tu padre.
You don't look like your dad.,No os parecéis a vuestro padre.
You don't look like your dad.,Usted no se parece a su padre.
You don't look like your dad.,Ustedes no se parecen a su padre.
You don't need to go at once.,No necesitas salir ya mismo.
You don't need to work today.,No necesitás trabajar hoy.
You don't need to work today.,No hace falta que trabajes hoy.
You don't seem too surprised.,No pareces demasiado sorprendido.
"You don't talk a lot, do you?","Tú no hablas mucho, ¿verdad?"
"You feel lonesome, don't you?","Te sientes solo, ¿verdad?"
"You feel lonesome, don't you?","Te sientes sola, ¿verdad?"
You had better go to bed now.,Es mejor que vayas a la cama.
You had better go to bed now.,Será mejor que te vayas ya a dormir.
You had better go to bed now.,Será mejor que te vayas ya a la cama.
You had better go to bed now.,Deberías irte a dormir ya.
"You hardly ever work, do you?","Tú casi nunca trabajas, ¿verdad?"
"You hate tourists, don't you?","Odias a los turistas, ¿verdad?"
You have a right to be happy.,Tienes derecho a ser feliz.
You have no right to do that.,No tienes derecho a hacer eso.
You have no right to do this.,No tienes derecho a hacer esto.
You have no right to do this.,No tenéis derecho a hacer esto.
You have such beautiful eyes.,Tenéis unos ojos tan bonitos...
You have to appear in person.,Debe presentarse en persona.
You have to be there by 2:30.,Tienes que estar allí para las dos y media.
You have to help your mother.,Tienes que ayudar a tu madre.
You haven't given me any yet.,Tú no me has dado nada todavía.
You just turned the radio on.,Acabas de encender la radio.
You just wouldn't understand.,Sencillamente no entenderías.
You know what you have to do.,Sabes lo que tienes que hacer.
You know where everything is.,Sabes donde está todo.
"You know why I'm here, right?","Tú sabes por qué estoy aquí, ¿cierto?"
You look just like my sister.,Te pareces exactamente a mi hermana.
You look like you're in pain.,Pareces estar sufriendo.
You look very charming today.,Te ves muy encantador hoy.
You look very charming today.,Luces muy encantador hoy.
You look very lovely tonight.,Esta noche te ves encantadora.
You may as well come with me.,Tú también puedes venir conmigo.
You must be hiding something.,Debes estar escondiendo algo.
You must follow school rules.,Debes seguir las reglas de la escuela.
You must keep your eyes open.,Debes tener los ojos abiertos.
You must keep your room tidy.,Tenés que mantener tu pieza ordenada.
You must respect your elders.,Tienes que respetar a tus mayores.
You must respect your elders.,Debes respetar a tus mayores.
You must respect your elders.,Tenéis que respetar a vuestros mayores.
You must respect your elders.,Debéis respetar a vuestros mayores.
You must think this is funny.,Debes pensar que esto es gracioso.
You must think this is funny.,Deben pensar que esto es cómico.
You must think this is funny.,Debe pensar que esto es divertido.
You must think this is funny.,Debes de creer que esto es divertido.
You need money to make money.,Para hacer dinero necesitas dinero.
You need not worry about her.,No debes preocuparte por ella.
You need to accept your role.,Necesitas aceptar tu papel.
You need to press the button.,Tienes que presionar el botón.
You need to wear a tie there.,Allí es necesario llevar corbata.
You never let me do anything.,Nunca me dejas hacer nada.
You ought to be more careful.,Deberías tener más cuidado.
You ought to be more careful.,Deberías ser más cuidadoso.
You ran as fast as you could.,Corrió tan rápido como pudo.
You really do look beautiful.,Realmente te ves hermosa.
You really must stop smoking.,De verdad deberías dejar de fumar.
"You remember that, don't you?","¿Te acuerdas de eso, verdad?"
"You remember that, don't you?","¿Te acuerdas de eso, no?"
"You remember that, don't you?","¿Se acuerda de eso, verdad?"
"You remember that, don't you?","¿Se acuerdan de eso, verdad?"
You remind me of your father.,Me recuerdas a tu padre.
You remind me of your mother.,Me recuerdas a tu madre.
You seem to be an honest man.,Pareces ser un hombre honesto.
You should follow his advice.,Deberías seguir su consejo.
You should get his car fixed.,Ustedes deberían hacer reparar su coche.
You should get his car fixed.,Deberías mandar a reparar su auto.
You should get some exercise.,Deberías hacer ejercicio.
You should get your hair cut.,Deberías de cortarte el cabello.
You should get your hair cut.,Deberías cortarte el pelo.
You should have come earlier.,Debiste haber venido más pronto.
You should have come earlier.,Deberías haber venido más temprano.
You should leave immediately.,Deberías irte inmediatamente.
You should obey your parents.,Debes obedecer a tus padres.
You should obey your parents.,Deberías obedecer a tus padres.
You should've listened to me.,Deberías haberme escuchado.
You should've listened to me.,Debiste haberme escuchado.
You should've visited Boston.,Deberías haber visitado Boston.
You shouldn't blame yourself.,No deberías culparte a ti mismo.
You shouldn't eat raw snails.,No deberías comer caracoles crudos.
You shouldn't have said that.,No deberías haberlo dicho.
You shouldn't have said that.,No deberíais haberlo dicho.
You shouldn't have said that.,Usted no debería haberlo dicho.
You shouldn't have said that.,Ustedes no deberían haberlo dicho.
"You speak Russian, don't you?","Hablas ruso, ¿verdad?"
"You want me to go, don't you?","Quieres que me vaya, ¿verdad?"
You will be there again soon.,Estarás allí de nuevo pronto.
You will see that I am right.,Verás que estoy en lo correcto.
You won't find anything here.,No encontrarás nada aquí.
You'd better be very careful.,Será mejor que tengas cuidado.
You'd better call the doctor.,Deberías llamar al doctor.
You'd better not see her now.,Será mejor que no te encuentres con ella ahora.
You'd better not see her now.,Por ahora será mejor que no la veas.
You'll be crying before long.,Estarás llorando dentro de poco.
You'll find this lesson easy.,Tú encontrarás fácil esta lección.
You'll go to school tomorrow.,Irás al colegio mañana.
You'll have no more problems.,Ya no tendrás más problemas.
You'll have no more problems.,No tendrás ningún problema más.
You're a sight for sore eyes.,Eres un paisaje para los sentidos.
You're a very good guitarist.,Sos un muy buen guitarrista.
You're all nothing but pawns.,Todos ustedes no son más que peones.
You're always criticizing me!,Tú siempre me criticas.
You're an unreliable witness.,Tú eres un testigo poco fidedigno.
You're carrying this too far.,Estás llevando esto demasiado lejos.
You're driving like a maniac!,¡Estás conduciendo como un maníaco!
"You're efficient, aren't you?","Tú eres eficiente, ¿no es así?"
"You're efficient, aren't you?","Usted es eficiente, ¿verdad?"
You're entitled to the truth.,Tienes derecho a la verdad.
"You're from Australia, right?","Eres de Australia, ¿verdad?"
"You're impressed, aren't you?","Estás impresionado, ¿no?"
You're just like your father.,Eres igual que tu padre.
You're just like your sister.,Eres como tu hermana.
You're lucky Tom didn't come.,Tienes suerte de que Tom no haya venido.
You're lucky it's not Monday.,Tienes suerte de que no sea lunes.
You're not my friend anymore.,Ya no eres más mi amigo.
You're not my friend anymore.,Ya no eres mi amigo.
You're not telling the truth.,No estás diciendo la verdad.
You're smarter than you look.,Eres más astuto de lo que aparentas.
You're starting to bother me.,Estás empezando a joderme.
You've done more than enough.,Has hecho más que suficiente.
You've got to sign your name.,Tienes que firmar con tu nombre.
You've improved your English.,Has mejorado tu inglés.
Your brother will not buy it.,Tu hermano no lo comprará.
Your condition isn't serious.,Tu condición no es seria.
Your daughter is very pretty.,Tu hija es muy bonita.
Your efforts came to nothing.,Sus esfuerzos no condujeron a nada.
Your idea is similar to mine.,Tu idea es parecida a la mía.
Your pen is better than mine.,Tu bolígrafo es mejor que el mío.
Your pencils need sharpening.,Tus lápices necesitan ser afilados.
Your plan is sure to succeed.,Tu plan de seguro funcionará.
Your skirt is out of fashion.,Tu falda está pasada de moda.
Your sons are quite handsome.,Tus hijos son bastante guapos.
Your sweater is on backwards.,Tu suéter está al revés.
"""I agree with him."" ""So do I.""",Estoy de acuerdo con él. Yo también.
"""I can't sleep."" ""Me neither.""",«No puedo dormir.» «Yo tampoco.»
"""Is she young?"" ""Yes, she is.""","""¿Ella es joven?"" ""Sí."""
"""Thank you."" ""You're welcome.""","""Gracias."" ""De nada."""
"""Who is in the car?"" ""Tom is.""","""¿Quién está en el coche?"" ""Tom."""
A bird is singing in the tree.,Un pájaro está cantando en el árbol.
A book dropped from the shelf.,Un libro cayó de la estantería.
A book dropped from the shelf.,Se cayó un libro de la estantería.
A button has come off my coat.,Se cayó un botón de mi abrigo.
A button has come off my coat.,A mi abrigo se le cayó un botón.
A captain is above a sergeant.,Un capitán está por sobre un sargento.
A dog followed me to my house.,Un perro me siguió hasta casa.
A dog was run over by a truck.,Un perro fue atropellado por un camión.
A fence runs around the house.,Una valla rodea la casa.
A fly can walk on the ceiling.,Una mosca puede andar por el techo.
A fox was caught in the snare.,Un zorro cayó en el lazo.
A fox was caught in the snare.,Un zorro cayó en la trampa.
"A glass of white wine, please.","Un vaso de vino blanco, por favor."
A huge crowd of people waited.,Una enorme multitud esperaba.
A lot of people need our help.,Mucha gente necesita nuestra ayuda.
A new room was assigned to me.,Me asignaron una nueva habitación.
A new room was assigned to me.,Se me asignó un nuevo dormitorio.
A new year always brings hope.,El nuevo año siempre trae esperanza.
A new year always brings hope.,Un nuevo año siempre trae esperanza.
A number of books were stolen.,Varios libros fueron robados.
A square has four equal sides.,Un cuadrado tiene cuatro lados iguales.
A unicycle has only one wheel.,Un monociclo tiene una sola rueda.
A unicycle has only one wheel.,Un uniciclo tiene una sola rueda.
"Above all, children need love.",Los niños necesitan amor por sobre todas las cosas.
"Actually, I don't like coffee.","En realidad, no me gusta el café."
"Actually, I just made that up.","De hecho, eso me lo inventé."
Add 3 spoonfuls of white wine.,Añada tres cucharadas de vino blanco.
Add up this column of figures.,Sume usted esta columna de cifras.
Adjust the microscope's focus.,Enfocad el microscopio.
All I can do is to do my best.,Todo lo que puedo hacer es dar lo mejor de mí.
All I want is peace and quiet.,Todo lo que quiero es paz y silencio.
All I want to do now is sleep.,Todo lo que quiero hacer ahora es dormir.
"All at once, I heard a scream.",De repente oí un grito.
All of my friends like soccer.,A todos mis amigos les gusta el fútbol.
All our attempts were in vain.,Todos nuestros intentos fueron en vano.
All that glitters is not gold.,No es oro todo lo que reluce.
All that glitters is not gold.,No todo lo que brilla es oro.
All the boys are the same age.,Todos los niños son de la misma edad.
All you have to do is to wait.,Todo lo que tienes que hacer es esperar.
An accident has just happened.,Acaba de ocurrir un accidente.
And those were his last words.,Y esas fueron sus últimas palabras.
Any bed is better than no bed.,Cualquier cama es mejor que no tener cama.
Any day will do except Monday.,"Cualquier día me va bien, excepto el lunes."
Are any seats still available?,¿Queda aún algún asiento disponible?
Are there any messages for me?,¿Hay mensajes para mí?
Are there any pens in the car?,¿Hay algún bolígrafo en el coche?
Are there movies on the plane?,¿Dan películas en el avión?
Are they coming here tomorrow?,¿Vendrán aquí mañana?
Are they coming here tomorrow?,¿Ellos vendrán aquí mañana?
Are you a high school student?,¿Eres un estudiante de instituto?
Are you going to buy that car?,¿Vas a comprar ese coche?
Are you going to buy that car?,¿Vas a comprar ese auto?
Are you gonna help me or what?,¿Me ayudáis o qué?
Are you gonna help me or what?,¿Me vas a ayudar o qué?
"Are you hiding something, Tom?","¿Estás tú escondiendo algo, Tom?"
Are you insinuating something?,¿Estás insinuando algo?
Are you looking for something?,¿Estás buscando alguna cosa?
Are you looking for something?,¿Estás buscando algo?
Are you looking for something?,¿Está buscando alguna cosa?
Are you planning to help them?,¿Acaso piensas ayudarlos?
Are you saying you don't know?,¿Estás diciendo que no sabes?
Are you sure that you know me?,¿Está seguro de que me conoce?
Are you sure that's necessary?,¿Estáis seguros de que es necesario?
Are you sure you're not tired?,¿Estás seguro de que no estás cansado?
Are you traveling by yourself?,¿Viajas solo?
Are you trying to distract me?,¿Estás tratando de distraerme?
Are you usually early or late?,¿Normalmente llegas temprano o tarde?
Are you waiting for something?,¿Estás esperando algo?
Aren't you too young to smoke?,¿No eres demasiado joven para fumar?
Arithmetic deals with numbers.,La aritmética trata de los números.
"As a singer, she's well known.",Ella es bien reconocida como cantante.
"As far as I know, he's guilty.","Hasta donde yo sé, él es culpable."
"As for me, I like this better.","En cuanto a mí, me gusta más este."
"As for myself, I am satisfied.","Personalmente, estoy satisfecho."
"As you sow, so shall you reap.","Según tu siembras, así deberás recoger."
"As you sow, so shall you reap.","Según lo que siembras, así será la cosecha."
Ask her to give us some money.,Pídele que nos de algo de dinero.
Ask him to attend the meeting.,Pídele que asista a la reunión.
Ask the waitress for the menu.,Pídale el menú a la camarera.
"At last, the baby fell asleep.","Al fin, el bebé se quedó dormido."
Babies crawl before they walk.,Los bebés gatean antes de caminar.
Be careful about what you eat.,Tenga cuidado con lo que usted come.
Be careful not to wake Tom up.,Ten cuidado no despertar a Tom.
Be careful not to wake Tom up.,No vayas a despertar a Tom.
Be careful not to wake Tom up.,Ten cuidado para no despertar a Tom.
Be quiet. Don't talk in class.,Silencio. No hables en clase.
Being with you makes me happy.,Estar contigo me hace feliz.
Big men are not always strong.,Las personas grandes no siempre son fuertes.
Both brothers are still alive.,Los dos hermanos aún viven.
Bring your cup to the kitchen.,Trae tu taza a la cocina.
Burglars broke into his house.,Los ladrones allanaron su casa.
"By the way, where do you live?","Por cierto, ¿dónde vive usted?"
"By the way, where do you live?","Por cierto, ¿dónde vives?"
Call me if you find something.,Llámame si encuentras algo.
Call me up when you get there.,Llámame en cuanto llegues ahí.
Can I borrow your car tonight?,¿Me prestas tu auto esta noche?
Can I bring my friend with me?,¿Puedo traer a mi amigo conmigo?
Can I bring you anything else?,¿Puedo traerle algo más?
Can I call my friend in Japan?,¿Puedo llamar a mi amigo en Japón?
Can I carry this on the plane?,¿Puedo llevar esto en el avión?
Can I help you with something?,¿Puedo ayudarla con algo?
"Can I leave a message, please?","¿Puedo dejar un mensaje, por favor?"
"Can I use your toilet, please?","¿Puedo usar tu servicio, por favor?"
Can anyone answer my question?,¿Alguien puede contestar mi pregunta?
Can such a thing happen again?,¿Puede volver a pasar algo así?
Can you also count in Italian?,¿También puedes contar en italiano?
Can you come home early today?,¿Puedes venir a casa temprano hoy?
Can you fix the flat tire now?,¿Puede reparar el pinchazo ahora?
Can you guys solve the puzzle?,"¿Puede alguno de vosotros, chicos, resolver el enigma?"
Can you please leave me alone?,"¿Me puedes dejar solo, por favor?"
Can you please leave me alone?,"¿Me puedes dejar sola, por favor?"
