idioma,traduccion
Tom stopped Mary.,Tom paró a Mary.
Tom thanked Mary.,Tom agradeció a Mary.
Tom tripped Mary.,Tom zancadilleó a Mary.
Tom trusted Mary.,Tom confiaba en María.
Tom visited Mary.,Tom visitó a Mary.
Tom walks slowly.,Tom camina lentamente.
Tom walks slowly.,Tom camina despacio.
Tom wandered off.,Tom se alejó.
Tom wanted money.,Tom quería dinero.
Tom wants a kiss.,Tom quiere un beso.
Tom wants a pony.,Tom quiere un pony.
Tom was arrested.,Tom fue arrestado.
Tom was babbling.,Tom estaba chismorreando.
Tom was confused.,Tom estaba confundido.
Tom was executed.,Tom fue ejecutado.
Tom was hesitant.,Tom estaba dudando.
Tom was innocent.,Tom era inocente.
Tom was prepared.,Tom estaba preparado.
Tom was rejected.,Tom fue rechazado.
Tom was shouting.,Tom estaba gritando.
Tom was sleeping.,Tom estaba durmiendo.
Tom was sweating.,Tom estaba sudando.
Tom was thrilled.,Tom estaba emocionado.
Tom was tortured.,Tom fue torturado.
Tom was very shy.,Tom era muy tímido.
Tom was worn out.,Tom estaba exhausto.
Tom wasn't alone.,Tom no estaba solo.
Tom wasn't drunk.,Tomás no estaba borracho.
Tom wasn't happy.,Tom no era feliz.
Tom wasn't ready.,Tom no estaba listo.
Tom watched Mary.,Tom observó a Mary.
Tom watches Mary.,Tom observa a Mary.
Tom went fishing.,Tom fue a pescar.
Tom will call me.,Tomás me va a llamar.
Tom will find me.,Tom me encontrará.
Tom will love it.,Tom lo amará.
Tom will perk up.,Tom se alegrará.
Tom will show up.,Tom aparecerá.
Tom will succeed.,Tom tendrá éxito.
Tom woke Mary up.,Tom despertó a Mary.
Tom won an award.,Tom ganó un premio.
Tom won the race.,Tom ganó la carrera.
Tom won't answer.,Tom no va a responder.
Tom won't get in.,Tom no entrará.
Tom won't listen.,Tom no va a escuchar.
Tom worked there.,Tomás trabajaba ahí.
Tom's not hungry.,Tomás no tiene hambre.
Tom's unreliable.,Tom es poco de fiar.
"Tom, don't leave.","No te vayas, Tom."
"Tom, is that you?","Tom, ¿eres tú?"
Try it once more.,Trata una vez más.
Try it once more.,Intenta otra vez.
Try to be strong.,Intenta ser fuerte.
Try to go slower.,Trata de ir más despacio.
Turn off the gas.,Corta el gas.
Turn off the gas.,Cierre el gas.
Turn off the gas.,Cierra el gas.
Turn right there.,Gira a la derecha allí.
Turn to the left.,Gira a la izquierda.
Turn to the left.,Tuerce a la izquierda.
Turn to the left.,Gire a la izquierda.
Turn to the left.,Girad a la izquierda.
Unfasten the pin.,Desprenda usted el broche.
Wait for me here.,Espera por mí aquí.
Wait for us here.,"Espera por nosotros, aquí."
"Wait for us, Tom.","Espera por nosotros, Tom."
Wait here for me.,Espera por mí aquí.
Walk more slowly.,Camina más despacio.
Was Tom in on it?,¿Estuvo Tom involucrado en esto?
Watch my fingers.,Mirá mis dedos.
Watch yourselves.,Tengan cuidado.
Water the plants.,Riega las plantas.
We accept checks.,Aceptamos cheques.
We adore picnics.,Nos encantan los picnics.
We agree as well.,Estamos de acuerdo también.
We all hated Tom.,Todos odiábamos a Tom.
We all loved Tom.,Todos amábamos a Tom.
We all trust you.,Todos confiamos en ti.
We are not alone.,No estamos solos.
We are not alone.,No estamos solas.
We arrived first.,Llegamos primero.
We ate swordfish.,Comimos pez espada.
We both competed.,Ambos competimos.
We both hate Tom.,Los dos odiamos a Tom.
We both love Tom.,Los dos queremos a Tom.
We came together.,Vinimos juntos.
We close at 2:30.,Cerramos a las 2:30.
We depend on you.,Dependemos de ti.
We depend on you.,Dependemos de usted.
We disturbed him.,Lo molestamos.
We enjoy talking.,Nos gusta charlar.
We gave our word.,Dimos nuestra palabra.
We got separated.,Nos separamos.
We hate violence.,Odiamos la violencia.
We have a crisis.,Tenemos una crisis.
We have a theory.,Tenemos una teoría.
We have homework.,Tenemos tarea.
We have no money.,No tenemos dinero.
We have no sugar.,No tenemos azúcar.
We have to do it.,Tenemos que hacerlo.
We have to go on.,Tenemos que continuar.
We have two ears.,Tenemos dos orejas.
We have two kids.,Tenemos dos niños.
We have two kids.,Tenemos dos hijos.
We have two sons.,Tenemos dos hijos.
We have visitors.,Tenemos visitas.
We heard a noise.,Oímos un ruido.
We heard gunfire.,Oímos tiros.
We heard gunfire.,Escuchamos disparos.
We heard her cry.,Oímos su grito.
We heard her cry.,La oímos llorar.
We just got here.,Acabamos de llegar.
We left by train.,Nos fuimos en tren.
We live in peace.,Vivimos en paz.
We live near her.,Vivimos cerca de ella.
We live together.,Vivimos juntos.
We lost the game.,Perdimos la partida.
We mean business.,Nos referimos a negocios.
We met in Boston.,Nos conocimos en Boston.
We met last week.,Nos conocimos la semana pasada.
We must continue.,Debemos continuar.
We must evacuate.,Debemos evacuar.
We must evacuate.,Tenemos que evacuar.
We must fix this.,Debemos arreglar esto.
We must sit down.,Tenemos que sentarnos.
We must sit down.,Debemos sentarnos.
We must warn him.,Tenemos que avisarle.
We must withdraw.,Debemos retirarnos.
We need a ladder.,Necesitamos una escalera.
We need a leader.,Necesitamos un líder.
We need evidence.,Necesitamos pruebas.
We need you back.,Necesitamos que regreses.
We need your key.,Necesitamos tu llave.
We never do that.,Nunca hacemos eso.
We only have tea.,Sólo tenemos té.
We sat in a ring.,Nos sentamos en círculo.
We saw something.,Vimos algo.
We saw something.,Vimos alguna cosa.
We share a dream.,Compartimos un sueño.
We were so close.,Estábamos muy apegados.
We were stranded.,Estábamos encallados.
We were thrilled.,Estábamos entusiasmados.
We were very sad.,Estábamos muy tristes.
We won the match.,Ganamos el partido.
We work together.,Trabajamos juntos.
We'd better wait.,Es mejor que esperemos.
We'll be rescued.,Seremos rescatados.
We'll be waiting.,Estaremos esperando.
We'll do it live.,Lo haremos en vivo.
We'll follow Tom.,Vamos a seguir a Tom.
We'll go see Tom.,Iremos a ver a Tom.
We'll meet again.,Nos encontraremos otra vez.
We'll never know.,No lo sabremos nunca.
We'll notify Tom.,Se lo notificaremos a Tom.
We'll pay for it.,Nosotros lo pagaremos.
We'll pay for it.,Pagaremos por eso.
We'll talk later.,Hablaremos más tarde.
We're classmates.,Somos compañeros de clase.
We're doing fine.,Estamos estupendamente.
We're doing fine.,Estamos perfectamente.
We're doing fine.,Lo llevamos bien.
We're historians.,Somos historiadores.
We're in a hurry.,Estamos en apuros.
We're in a hurry.,Estamos apurados.
We're in trouble.,Estamos en problemas.
We're just tired.,Solo estamos cansados.
We're lifeguards.,Somos socorristas.
We're meditating.,Estamos meditando.
We're not eating.,No estamos comiendo.
We're not family.,No somos familia.
We're not family.,Nosotros no somos familia.
We're on our way.,Estamos de camino.
We're out of tea.,No nos queda té.
We're professors.,Somos profesores.
We're remodeling.,Estamos de reforma.
We're sophomores.,Somos de segundo.
We're sophomores.,Somos de segundo año.
We're still here.,Todavía estamos aquí.
We're surrounded.,Estamos rodeados.
We're wide awake.,Estamos completamente despiertos.
We've been lucky.,Hemos sido afortunados.
We've been there.,Hemos estado allí.
We've done worse.,Lo hemos hecho peor.
We've got a deal.,Tenemos un trato.
We've got enough.,Tenemos bastante.
We've got plenty.,Tenemos un montón.
We've had enough.,Hemos tenido suficiente.
Welcome to Japan.,Bienvenido a Japón.
Welcome to Japan.,Bienvenidos a Japón.
Were you worried?,¿Estabas preocupado?
What a bad movie!,¡Qué mala película!
What a big truck!,¡Qué camión más grande!
What a big truck!,¡Qué gran camión!
What a cute girl!,¡Qué mona es esta muchacha!
What a fine view!,¡Qué bonita vista!
What a good shot!,¡Qué buen tiro!
What a heavy bag!,¡Qué bolsa más pesada!
What a long week!,¡Pero qué larga semana!
What a long week!,¡Qué semana más larga!
What can be done?,¿Qué se puede hacer?
What caused that?,¿Qué causó eso?
What causes that?,¿Qué causa eso?
What causes this?,¿Qué causa esto?
What color is it?,¿De qué color es?
What did Tom ask?,¿Qué preguntó Tom?
What did Tom eat?,¿Qué comió Tom?
What did Tom say?,¿Qué dijo Tom?
What did Tom see?,¿Qué vio Tom?
What did she say?,¿Qué dijo ella?
What did she say?,¿Qué dijo?
What did you eat?,¿Qué comiste tú?
What did you say?,¿Qué has dicho?
What did you say?,¿Qué dijiste?
What did you say?,¿Qué dijo?
What did you say?,¿Qué dijisteis?
What did you say?,¿Qué dijo usted?
What did you see?,¿Qué viste?
What do bees eat?,¿Qué comen las abejas?
What do you feel?,¿Qué sentís?
What do you have?,¿Qué tienes?
What do you have?,¿Qué tenéis?
What do you have?,¿Qué tiene?
What do you have?,¿Qué tienen?
What do you know?,¿Qué sabes?
What do you know?,¿Qué saben ustedes?
What do you know?,¿Qué sabéis vosotros?
What do you like?,¿Qué te gusta?
What do you mean?,¿Qué quiere decir?
What do you mean?,¿Qué quieres decir?
What do you need?,¿Qué necesita?
What do you want?,¿Qué quieres?
What do you want?,¿Qué quieren?
What do you want?,¿Qué queréis?
What do you want?,¿Qué querés?
What does he say?,¿Qué dice él?
What does she do?,¿Qué hace?
What happens now?,¿Qué pasa ahora?
What has he done?,¿Qué ha hecho?
What have I done?,¡Qué he hecho!
What have I done?,¿Qué he hecho?
What if I refuse?,¿Y si me niego?
What is all this?,¿Qué es todo esto?
What is going on?,¿Qué está pasando?
What is going on?,¿Qué pasa?
What is going on?,¿Qué hay?
What is he doing?,¿Qué está haciendo?
What is he doing?,¿Qué hace?
What is he doing?,¿Qué hace él?
What is he up to?,¿Qué se trae él?
What is his name?,¿Cómo se llama?
What is his name?,¿Cuál es el nombre de él?
What is his name?,¿Cómo se llama él?
What is she like?,¿Cómo es ella?
What is the time?,¿Qué hora es?
What is this for?,¿Para qué es esto?
What is your job?,¿En qué trabajas?
What rotten luck!,¡Qué desgracia!
What should I do?,¿Qué debería hacer?
What was it like?,¿Cómo era?
What woke you up?,¿Qué te ha despertado?
What woke you up?,¿Qué te despertó?
What's Tom doing?,¿Qué está haciendo Tom?
What's happening?,¿Qué está pasando?
What's happening?,¿Qué sucede?
What's happening?,¿Qué Pachuca por Toluca?
What's he hiding?,¿Qué está ocultando?
What's it called?,¿Cómo se llama eso?
What's she doing?,¿Qué está haciendo ella?
What's she doing?,¿Qué hace?
What's the cause?,¿Cuál es la causa?
What's the hurry?,¿Cuál es el apuro?
What's the hurry?,¿Cuál es la prisa?
What's your name?,¿Cómo te llamas?
What's your name?,¿Cómo se llama?
What's your name?,¿Cuál es tu nombre?
What's your plan?,¿Cuál es tu plan?
What's your type?,¿Cuál es tu tipo?
What's your wish?,¿Cuál es tu deseo?
What've you done?,¿Qué habéis hecho?
Whatever you say.,Lo que tú digas.
When can we move?,¿Cuándo podemos mudarnos?
When did they go?,¿Cuándo se fueron?
When do we begin?,¿Cuándo empezamos?
When do we leave?,¿Cuándo nos vamos?
When do we start?,¿Cuándo empezamos?
When do you work?,¿Cuándo trabajas?
When does it end?,¿Cuándo se termina?
When does it end?,¿Cúando acaba?
When does it end?,¿Cuándo termina?
Where are we now?,¿Dónde estamos ahora?
Where can I park?,¿Dónde puedo aparcar?
Where can I park?,¿Dónde puedo estacionar?
Where did Tom go?,¿Hacia dónde fue Tom?
Where did Tom go?,¿Adónde fue Tom?
Where did Tom go?,¿A dónde fue Tom?
Where did you go?,¿Adónde fuiste?
Where did you go?,¿Adónde fuisteis?
Where do I start?,¿Por dónde empiezo?
Where is Customs?,¿Dónde está la aduana?
Where is my book?,¿Dónde está mi libro?
Where is my comb?,¿Dónde está mi peine?
Where is my seat?,¿Dónde está mi asiento?
Where is my seat?,¿Dónde está mi sitio?
Where is the boy?,¿Dónde está el niño?
Where is the bus?,¿Dónde está el autobús?
Where is the bus?,¿Dónde está el colectivo?
Where is the cat?,¿Dónde está el gato?
Where is the dog?,¿Dónde está el perro?
Where's a mirror?,¿Dónde hay un espejo?
Where's everyone?,¿Dónde están todos?
Where's everyone?,¿En dónde están todos?
Where's my money?,¿Dónde está mi dinero?
Where's my phone?,¿Dónde está mi teléfono?
Where's my razor?,¿Dónde está mi cuchilla?
Where's my shirt?,¿Dónde está mi camisa?
Where's my watch?,¿Dónde está mi reloj?
Where's the bank?,¿Dónde está el banco?
Where's the boss?,¿Dónde está el jefe?
Where's the cook?,¿Dónde está el cocinero?
Where's the exit?,¿Por dónde está la salida?
Where's the girl?,¿Dónde está la chica?
Where's the park?,¿Dónde está el parque?
Where's the rest?,¿Dónde está el resto?
Where's your bag?,¿Dónde está tu cartera?
Where's your dog?,¿Dónde está tu perro?
Wherever you say.,Donde tú digas.
Which is correct?,¿Cuál es correcta?
Which is our car?,¿Cuál es nuestro coche?
Who brought this?,¿Quién trajo esto?
Who cut the cake?,¿Quién ha partido el pastel?
Who did you call?,¿A quién llamaste?
Who did you kill?,¿A quién mataste?
Who doesn't know?,¿Quién no lo sabe?
Who has the keys?,¿Quién tiene las llaves?
Who is this girl?,¿Quién es esa chica?
Who was murdered?,¿Quién fue asesinado?
Who was not here?,¿Quién no estuvo aquí?
Who was not here?,¿Quién no estaba aquí?
Who was with you?,¿Quién estaba contigo?
Who wrote Hamlet?,"¿Quién escribió ""Hamlet""?"
Who's in command?,¿Quién está al mando?
Who's my teacher?,¿Quién es mi profesor?
Whose turn is it?,¿A quién le toca?
Why are you here?,¿Por qué estás aquí?
Why are you late?,¿Por qué vienes atrasado?
Why did you quit?,¿Por qué renunciaste?
Why did you quit?,¿Por qué paraste?
Why did you stay?,¿Por qué te quedaste?
Why did you stop?,¿Por qué paraste?
Why did you yell?,¿Por qué gritaste?
Why do they care?,¿Por qué les importa?
Why do you do it?,¿Por qué lo haces?
Why do you study?,¿Por qué estudias?
Why is Tom there?,¿Por qué está Tom ahí?
Why is he hiding?,¿Por qué se oculta?
Why is he hiding?,¿Por qué se esconde?
Why is it so hot?,¿Por qué está tan caliente?
Why is it so hot?,¿Por qué hace tanto calor?
Why is she angry?,¿Por qué está enfadada?
Why is that good?,¿Por qué eso es bueno?
Why should I pay?,¿Por qué debería pagar?
"Will you go, too?",¿Ustedes van también?
Will you help me?,¿Me ayudarás?
Will you join me?,¿Me acompañáis?
Will you join us?,¿Te unirás a nosotros?
Will you join us?,¿Se unirán a nosotros?
Winter is coming.,El invierno se acerca.
Winter is coming.,Está llegando el invierno.
You are a doctor.,Eres un doctor.
You are a doctor.,Eres un médico.
You are a doctor.,Usted es un médico.
You are a genius.,Eres un genio.
You are children.,Ustedes son niños.
You are children.,Sois unos niños.
You are deranged.,Estás mal de la cabeza.
You are deranged.,Eres un perturbado mental.
You are dreaming.,Estás soñando.
You are gorgeous.,Estás muy guapa.
You are gorgeous.,Eres guapísima.
You are gorgeous.,Estás espléndida.
You are gorgeous.,Estás preciosa.
You are hopeless.,No tienes esperanza.
You are the best.,Eres la mejor.
You are the best.,Sos el mejor.
You are the best.,Usted es la mejor.
You are the best.,Sos la mejor.
You are the best.,Usted es el mejor.
You are the best.,Son los mejores.
You are too late.,Llegas demasiado tarde.
You aren't funny.,No sos gracioso.
You came in late.,Has venido tarde.
You can look now.,Ahora puedes mirar.
You can stop now.,No puedes parar ahora.
You can trust us.,Puedes confiar en nosotros.
You can trust us.,Podéis confiar en nosotras.
You can't escape.,No podés escapar.
You can't go now.,No te puedes ir ahora.
You can't go out.,No puedes salir.
You can't go yet.,Todavía no puedes irte.
You can't say no.,No puedes decir que no.
You deal with it.,Lidias con eso.
You deserve more.,Tú mereces más.
You did it again.,Lo has vuelto a hacer.
You did say that.,Tú dijiste eso.
You do look good.,Sí que te ves bien.
You got hit hard.,Te golpearon fuertemente.
You got it wrong.,Entendiste mal.
You have a watch.,Tienes un reloj de pulsera.
You have my word.,Tienes mi palabra.
You have my word.,Tienen mi palabra.
You have my word.,Tenéis mi palabra.
You have to come.,Tienes que venir.
You helped Mommy?,¿Ayudaste a mami?
"You hurt me, Tom.","Me lastimas, Tom."
"You hurt me, Tom.","Me lastimaste, Tom."
You know I can't.,Sabes que no puedo.
You know I can't.,Saben que no puedo.
You know the law.,Conoces la ley.
You lead the way.,Tú diriges el camino.
You let Tom down.,Defraudaste a Tom.
You look baffled.,Pareces sorprendido.
You look baffled.,Pareces sorprendida.
You look healthy.,Te ves sano.
You look pleased.,Pareces contento.
You look so pale.,Te ves tan pálido.
You look younger.,Pareces más joven.
You look younger.,Te ves más joven.
You made Tom cry.,Hiciste llorar a Tom.
You made me late.,Me atrasaste.
You may be right.,Puede que lleves razón.
You may be right.,Puede que tenga razón.
You may be right.,Puede que tengas razón.
You may be wrong.,Puede que te equivoques.
You may go there.,Puedes ir allí.
You may swim now.,Ya puedes nadar.
You missed a lot.,Te perdiste un montón.
You missed a lot.,Te perdiste mucho.
You must come in.,Debes entrar.
You must go home.,Debes irte a casa.
You must sell it.,Tienes que venderlo.
You must tell me.,Tienes que decírmelo.
You need a hobby.,Necesitas un pasatiempo.
You need to know.,Necesitas saber.
You need to stop.,Tenés que parar.
You need to stop.,Tienes que parar.
You read my mind.,Me lees la mente.
You saved us all.,Nos habéis salvado a todas.
You seem baffled.,Pareces sorprendido.
You seem baffled.,Pareces sorprendida.
You should begin.,Deberíais empezar.
You should sleep.,Deberías dormir.
You shouldn't go.,No deberías ir.
You shouldn't go.,No deberíais ir.
You wait and see.,Espera y verás.
You were perfect.,Estuviste perfecta.
You were singing.,Estabas cantando.
You will all die.,Todos vosotros moriréis.
You will all die.,Todos ustedes morirán.
You will conform.,Te ajustarás a las normas establecidas.
You'll need that.,Lo necesitarás.
You're a dreamer.,Sos un soñador.
You're a suspect.,Eres un sospechoso.
You're a traitor.,Eres un traidor.
You're all crazy.,Todos están locos.
You're all crazy.,Todos estáis locos.
You're an animal.,Sos un animal.
You're an animal.,Eres un animal.
You're beautiful.,Sos hermosa.
You're beautiful.,Eres guapa.
You're boring me.,Me aburres.
You're conceited.,Tú eres arrogante.
You're deceitful.,Tú eres deshonesto.
You're easygoing.,Eres simpático.
You're forgetful.,Tú eres despistado.
You're impatient.,Son impacientes.
You're impatient.,Sos impaciente.
You're impatient.,Eres impaciente.
You're in charge.,Estás a cargo.
You're in danger.,Estáis en peligro.
You're in danger.,Estás en peligro.
You're in my way.,Estás en mi camino.
You're losing me.,Me estás perdiendo.
You're motivated.,Estás motivado.
You're motivated.,Estáis motivados.
You're my friend.,Eres mi amiga.
You're my friend.,Sos mi amiga.
You're necessary.,Eres necesario.
You're not alone.,No estás solo.
You're not alone.,No estás sola.
You're not crazy.,No estás loco.
You're not funny.,No eres divertido.
You're not going.,Tú no vas.
You're not going.,Tú no vas a ir.
You're not young.,No eres joven.
You're powerless.,Tú estás sin autoridad.
You're practical.,Eres práctico.
You're the owner.,Tú eres el propietario.
You're too drunk.,Sos demasiado borracho.
You're too naive.,Sos demasiado ingenuo.
You're too naive.,Eres demasiado ingenuo.
You're very short,Eres muy bajo.
You're very wise.,Sos muy sabio.
You're very wise.,Eres muy sabio.
You're very wise.,Eres muy sabia.
You're very wise.,Sos muy sabia.
You've got to go.,Tienes que irte.
You've grown fat.,Has engordado.
Your car is fast.,Tu auto es veloz.
Your dog is here.,Aquí está su perro.
Your dog is here.,Tu perro está aquí.
Your dog is here.,Aquí está tu perro.
Your dog is here.,Vuestro perro está aquí.
Your face is red.,Tienes la cara enrojecida.
Your fly is open!,¡Tienes el cierre abierto!
Yours was better.,El tuyo era mejor.
A bear killed Tom.,Un oso mató a Tom.
A bear mauled Tom.,Un oso mutiló a Tom.
A dog bit her leg.,Un perro le mordió en la pierna.
A dog bit her leg.,Un perro le mordió la pierna.
A dog was running.,Había un perro corriendo.
A heavy rain fell.,Cayó una lluvia torrencial.
A lot is at stake.,Mucho está en juego.
A storm is coming.,Viene una tormenta.
Add a little milk.,Agrega un poco de leche.
Add a little milk.,Añada un poco de leche.
Adjust the brakes.,Ajusta los frenos.
