idioma,traduccion
Tom didn't seem to understand what had happened.,Tom no pareció entender lo que había pasado.
Tom didn't want to do something he would regret.,Tom no quería hacer nada que pudiera lamentar.
Tom doesn't believe Mary. He thinks she's lying.,"Tom no cree a María, piensa que miente."
Tom doesn't care about what Mary says about him.,A Tom no le importa lo que Mary diga acerca de él.
Tom doesn't doubt that Mary will arrive on time.,Tom no tiene dudas de que Mary llegará a tiempo.
Tom doesn't doubt that Mary will arrive on time.,Tom no duda de que Mary llegará a tiempo.
Tom doesn't even know how to start a lawn mower.,Tom ni siquiera sabe como encender una podadora de césped.
Tom doesn't even know how to write his own name.,Tom ni siquiera sabe cómo escribir su propio nombre.
Tom doesn't feel like eating anything right now.,Tom no tiene ganas de comer nada ahora mismo.
Tom doesn't have a ticket for tonight's concert.,Tom no tiene ticket para el concierto de esta noche.
Tom doesn't have any idea what Mary is thinking.,Tom no tiene ni idea de en qué está pensando Mary.
Tom doesn't have the qualities of a good leader.,Tom no tiene las cualidades de un buen líder.
Tom doesn't have to hide his feelings from Mary.,Tom no tiene que ocultar sus sentimientos por Mary.
Tom doesn't know anything about classical music.,Tom no sabe nada de música clásica.
Tom doesn't know what this is called in English.,Tom no sabe como se llama esto en inglés.
Tom doesn't know why Mary and John are fighting.,Tom no sabe por qué Mary y John están peleando.
Tom doesn't like girls who wear a lot of makeup.,A Tom no le gustan las chicas que usan mucho maquillaje.
Tom doesn't like not being able to control Mary.,A Tom no le gusta el no ser capaz de controlar a Mary.
Tom doesn't like not being able to control Mary.,A Tom no le gusta no ser capaz de controlar a María.
Tom doesn't often do his homework before dinner.,Tom no suele hacer su tarea antes de la cena.
Tom doesn't really talk about his problems much.,Tom en realidad no habla mucho acerca de sus problemas.
Tom doesn't remember the first time he met Mary.,Tom no se acuerda de cuando conoció a Mary.
Tom doesn't take very good care of his children.,Tom no cuida bien a sus niños.
Tom doesn't want the same thing to happen again.,Tom no quiere que vuelva a pasar lo mismo.
"Tom doesn't want to study French, but he has to.","Tom no quiere estudiar francés, pero tiene que hacerlo."
Tom doesn't want to talk about his private life.,Tom no quiere hablar de su vida privada.
Tom doesn't wear pajamas. He sleeps in the nude.,Tom no usa pijama. Él duerme desnudo.
Tom doesn't wear pajamas. He sleeps in the nude.,Tom no se pone pijama. Duerme en pelotas.
Tom eats breakfast every morning at six o'clock.,Tom desayuna a las seis todas las mañanas.
Tom fed the neighbor's cat while they were away.,Tom alimentó al gato de los vecinos mientras ellos estaban fuera.
Tom forgot to tell Mary what time he'd be there.,A Tom se le olvidó decirle a María a qué hora estaría ahí.
Tom forgot to water the plants for a whole week.,Tom se olvidó de regar las plantas por una semana entera.
Tom got an emergency call and had to leave work.,Tom recibió una llamada de emergencia y debió retirarse del trabajo.
Tom got to the airport just in the nick of time.,Tom llegó al aeropuerto justo en el último momento.
Tom had his chauffeur drive Mary to the airport.,Tom hizo que su chófer llevara a Mary en coche al aeropuerto.
Tom has a friend whose mother is a veterinarian.,Tom tiene una amiga cuya madre es veterinaria.
Tom has a lot of people to see tomorrow morning.,Tom tiene que ver a un montón de gente mañana por la mañana.
Tom has a pain in his big toe on his right foot.,A Tom le duele el dedo gordo de su pie derecho.
Tom has been living abroad for a very long time.,Tom ha estado viviendo en el extranjero por un muy largo tiempo.
Tom has been looking after Mary for three years.,Tom ha estado buscando a Mary durante tres años.
Tom has been sitting on the riverbank for hours.,Tom estuvo horas sentado en la orilla del río.
Tom has not yet been told of his father's death.,A Tom todavía no le dijeron sobre la muerte de su padre.
Tom has told Mary all he knows about the matter.,Tom le ha contado a Mary todo lo que sabe acerca del tema.
Tom has trouble getting along with other people.,Tom tiene problemas para llevarse bien con los demás.
"Tom is an honest boy, so he wouldn't tell a lie.","Tom no mentiría, porque es un niño honesto."
"Tom is from Boston, but now he lives in Chicago.","Tom es de Boston, pero ahora vive en Chicago."
Tom is having a bit of trouble with his new car.,Tom está teniendo algunos problemas con su nuevo coche.
Tom is learning to write programs in JavaScript.,Tom está aprendiendo a escribir programas en JavaScript.
Tom is looking for a reasonably-priced used car.,Tom está buscando un coche de segunda mano con un precio razonable.
Tom is looking for someone to take Mary's place.,Tom está buscando a alguien que reemplace a Mary.
Tom is much more relaxed when Mary isn't around.,Tom está mucho más relajado cuando Mary no está.
Tom is the type of person who likes to complain.,Tom es la clase de persona a la que le gusta quejarse.
"Tom isn't afraid of snakes, even poisonous ones.","Tom no le tiene miedo a las serpientes, ni siquiera a las venenosas."
Tom leaned in and gave Mary a kiss on the cheek.,Tom se inclinó y dio a Mary un beso en la mejilla.
Tom listens to the radio while eating breakfast.,Tom escucha la radio mientras desayuna.
Tom looks pale. Is anything the matter with him?,Tom se ve pálido. ¿Le pasa algo?
Tom made tuna fish sandwiches for Mary and John.,Tom preparó bocadillos de atún para Mary y John.
Tom may have been in Boston with Mary last week.,Tom pudo haber estado en Boston con Mary la semana pasada.
Tom needed some money to buy something for Mary.,Tom necesitó algo de dinero para comprar algo a Mary.
Tom never thought about Mary while she was away.,Tom jamás pensó en Mary cuando se había ido.
Tom often sits in front of his computer all day.,Tom a menudo se sienta el día entero frente a su computador.
Tom opened the window and let in some fresh air.,Tom abrió la ventana y dejó entrar aire fresco.
Tom performs in a jazz club three nights a week.,Tom toca en un club de jazz tres noches a la semana.
Tom pointed to the floor near Mary's right foot.,Tom apuntó al suelo cerca del pie derecho de María.
Tom put down his fork and pushed his chair back.,Tom dejó el tenedor y empujó su silla hacia atrás.
Tom puts a lot of sugar and cream in his coffee.,Tom le pone mucho azúcar y crema a su café.
Tom read a magazine while he waited for the bus.,Tom leía un periódico mientras esperaba al bus.
Tom realized Mary was deliberately avoiding him.,Tom se dio cuenta de que María lo estaba evitando deliberadamente.
Tom remembered the last time he had hugged Mary.,Tom recordó la última vez que había abrazado a Mary.
Tom reminded Mary to go to the bank before 5:00.,Tom le recordó a Mary que fuera al banco antes de las 5:00.
Tom said he doesn't even want to think about it.,Tom dijo que ni siquiera quiere pensar en eso.
Tom said he had a stomachache and left the room.,Tom dijo que él tenía dolor de estómago y salió de la sala.
Tom said he had a stomachache and left the room.,Tom dijo que le dolía la tripa y se fue de la habitación.
Tom said he was planning to get smashed tonight.,Tom dijo que estaba planeando emborracharse esta noche.
Tom said it was too late to change his schedule.,Tom dijo que era demasiado tarde para cambiar su agenda.
Tom said something to Mary that I couldn't hear.,Tom le dijo a María algo que no pude oír.
Tom saw some guy he didn't know talking to Mary.,Tom vio a un tipo que no conocía hablándole a Mary.
Tom seems to be unwilling to tackle the problem.,Tom no parece estar dispuesto a abordar el problema.
Tom should be careful not to underestimate Mary.,Tom debería tener cuidado de no subestimar a Mary.
Tom should have known better than to trust Mary.,Tom debería saber que no se puede confiar en Mary.
Tom should have listened to Mary more carefully.,Tom debía haber escuchado a Mary con más cuidado.
Tom shouldn't tell Mary anything about his past.,Tom no debería decirle a Mary nada acerca de su pasado.
Tom spent all morning in the interrogation room.,Tom pasó la mañana entera en la sala de interrogación.
Tom spent hours looking at the fish in the tank.,Tom pasaba horas mirando a los peces en el estanque.
Tom talked Mary into inviting John to the party.,Tom convenció a Mary para que invitase a John a la fiesta.
Tom thought Mary knew where to buy black pepper.,Tom pensó que Mary sabía en dónde comprar pimienta negra.
Tom thought he was going to get a higher salary.,Tom pensó que iba a tener un salario más alto.
Tom thought that Mary was likely to get the job.,Tom creyó que probablemente Mary conseguiría el trabajo.
"Tom threw a rock at Mary, but it didn't hit her.","Tom le arrojó una piedra a María, pero no le dio."
Tom told Mary he wouldn't let her go by herself.,Tom le dijo a Mary que no la dejaría ir sola.
Tom told Mary not to go out at night by herself.,Tom le dijo a Mary que no saliera sola por la noche.
Tom told Mary something she didn't want to hear.,Tom le dijo a María algo que ella no quería oír.
Tom told Mary that he couldn't live without her.,Tom le dijo a Mary que él no podía vivir sin ella.
Tom told Mary that he'd go to Boston in October.,Tom le dijo a Mary que él iría a Boston en octubre.
Tom told Mary to buy some coffee and cigarettes.,Tom le dijo a Mary que comprara algo de café y cigarrillos.
Tom told his son not to eat with his mouth open.,Tom le dijo a su hijo que no comiera con la boca abierta.
Tom told the judge he wanted a different lawyer.,Tom le dijo al juez que quería otro abogado.
Tom took a knife out of a drawer in the kitchen.,Tom sacó un cuchillo del cajón en la cocina.
Tom took off his clothes and put on his pajamas.,Tom se quitó la ropa y se puso el pijama.
Tom tried to prevent Mary from joining the army.,Tom trató de impedir que Mary se uniera al ejército.
Tom tried to prevent Mary from opening the door.,Tom trató de impedir que Mary abriera la puerta.
Tom wanted Mary to know that he didn't hate her.,Tom quería que Mary supiera que él no la odiaba.
Tom wanted Mary to tell him about her childhood.,Tom quería que Mary le contara sobre su infancia.
Tom wanted Mary to tell him about her childhood.,Tom quería que Mary le contara acerca de su infancia.
Tom was a mean man before his daughter was born.,Tom era un pesado desde antes que naciera su hija.
"Tom was about to be shot, but he didn't know it.","Estaban por dispararle a Tom, pero él no lo sabía."
Tom was accused of collaborating with the enemy.,Tom fue acusado de colaborar con el enemigo.
Tom was hoping Mary wouldn't find out the truth.,Tom esperaba que María no descubriera la verdad.
Tom was surprised that Mary had changed so much.,Tom quedó sorprendido de que Mary haya cambiado tanto.
Tom was the last person I expected to see there.,Tom era la última persona que esperaba ver ahí.
Tom was the only person in the room at the time.,"Esa vez, Tom era la única persona en el cuarto."
Tom was touched that Mary was worried about him.,Tom estaba conmovido de que María estuviera preocupado por él.
Tom was unable to decide who he should vote for.,Tom no podía decidir por quién debería votar.
Tom was unable to understand anything Mary said.,Tom era incapaz de entender nada de lo que María decía.
Tom was willing to sacrifice everything for you.,Tom estaba dispuesto a sacrificar todo por ti.
Tom wasn't completely happy with the settlement.,Tom no estaba completamente feliz con el acuerdo.
Tom will finish serving his sentence next month.,Tom terminará de cumplir su sentencia el próximo mes.
Tom will get a better job with a college degree.,"Con un grado universitario, Tom conseguirá un mejor empleo."
Tom wondered how fast Mary could climb a ladder.,Tom se preguntó que tan rápido podría Mary subir una escalera.
Tom wondered how many pairs of shoes Mary owned.,Tom se preguntaba cuántos pares de zapatos poseía María.
Tom wondered who Mary had driven to the airport.,Tom se preguntaba a quién había llevado María al aeropuerto.
Tom worked for a construction company in Boston.,Tom trabajó para una compañía de construcción en Boston.
Tom's apartment is way too big for just one man.,El departamento de Tom es un poco demasiado grande para solo una persona.
Tom's bicycle was blue before he painted it red.,La bicicleta de Tom era azul antes de que la pintara de rojo.
Tom's dream is to go to a university in England.,El sueño de Tom es ir a una universidad inglesa.
Tom's house is only three blocks away from here.,La casa de Tom queda a solo tres cuadras de aquí.
"Tom, Mary and John sat around the kitchen table.","Tom, Mary y John se sentaron alrededor de la mesa de la cocina."
"Tom, Mary and John shared the cost of the party.","Tom, Mary y John compartieron el coste de la fiesta."
Tomorrow is my birthday and I will be seventeen.,"Mañana es mi cumpleaños, y cumpliré 17."
Trees give off oxygen and absorb carbon dioxide.,Los árboles entregan oxígeno y absorben dióxido de carbono.
Trying to find happiness only makes you unhappy.,Intentar encontrar la felicidad solo te hace infeliz.
Under no circumstances should you go away today.,De ningún modo debe usted irse hoy.
"Unless I am mistaken, I've seen that man before.","He visto a ese hombre antes, a menos que me equivoque."
Valencia is famous for its unusual architecture.,Valencia es famosa por su inusual arquitectura.
Water boils at 100 degrees Celsius at sea level.,El agua hierve a los 100 grados Celsius a nivel del mar.
We all try to get together at least once a year.,Todos nosotros intentamos reunirnos al menos una vez al año.
We can't open this envelope until Tom gets here.,No podemos abrir este sobre hasta que llegue Tom.
We discovered relics of an ancient civilization.,Descubrimos ruinas de una civilización antigua.
We don't have much snow here even in the winter.,"No tenemos mucha nieve aquí, ni siquiera en invierno."
We got lost in the desert with no water or food.,Nos perdimos en el desierto sin agua y sin comida.
We had better leave her alone for a few minutes.,Será mejor que le dejemos solo unos minutos.
We had no choice but to leave the matter to him.,No tuvimos más alternativa que dejarle el asunto a él.
We have another ten miles to walk before sunset.,Todavía nos quedan por andar otras diez millas antes del anochecer.
We have known each other since we were children.,Nos conocemos el uno al otro desde que éramos niños.
We have little money available for the research.,Nosotros tenemos pocos fondos disponibles para la investigación.
We have little money available for the research.,Tenemos poco dinero disponible para la investigación.
We have some new products we'd like to show you.,Tenemos algunos nuevos productos que nos gustaría mostrarte.
We have to find a new market for these products.,Tenemos que encontrar un nuevo mercado para estos productos.
We have to memorize this poem by the next class.,Tenemos que memorizar este poema para la próxima clase.
We mentioned that gentleman in the conversation.,En la conversación nombramos a ese señor.
We must love our country as we love our parents.,Debemos amar a nuestro país así como amamos a nuestros padres.
We must pay attention to environmental problems.,Debemos prestar atención a los problemas medioambientales.
We need to remember to send Tom a birthday card.,Tenemos que acordarnos de enviarle a Tom una tarjeta de cumpleaños.
We played a joke on him by leaving him the bill.,Le dimos un chasco dejándole la cuenta.
We played basketball and then went to the beach.,Jugamos baloncesto y luego fuimos a la playa.
We postponed our departure because of the storm.,Pospusimos nuestra salida a causa de la tormenta.
We tend to associate politicians with hypocrisy.,Tendemos a asociar a los políticos con la hipocresía.
We used to go to the movies on Saturday evening.,Los sábados por la tarde solíamos ir al cine.
We want to congratulate them on their good work.,Queremos felicitarles por su buen trabajo.
We watched the sun setting behind the mountains.,Contemplamos la puesta de sol tras las montañas.
We went down to the valley where the village is.,Nosotros bajamos al valle en donde se ubica la villa.
We went to see a movie with my friend yesterday.,Ayer fuimos a ver una película con un amigo mío.
We were caught in a shower on the way to school.,Nos cayó un chaparrón de camino a la escuela.
We were caught in a shower on the way to school.,Nos cayó un chaparrón de mientras íbamos a la escuela.
We were caught in a shower on the way to school.,Nos cayó un chaparrón de cuando íbamos a la escuela.
We were just about to leave when she telephoned.,Justo estábamos a punto de irnos cuando ella llamó.
We will see whether he will recognize me or not.,Veremos si él me reconoce o no.
We won't be able to escape punishment this time.,Esta vez no podremos escapar del castigo.
We'll figure out how to solve the problem later.,Hagamos por solucionar ese problema luego.
We're about to explore some uncharted territory.,Estamos a punto de explorar territorio virgen.
We've been waiting for hours for you to show up.,Por horas hemos estado esperando a que te aparezcas.
What Tom really wanted was for Mary to be happy.,Lo que Tom verdaderamente quería era que María fuera feliz.
What Tom really wanted was some peace and quiet.,Lo que Tom verdaderamente quería era algo de paz y tranquilidad.
What do Japanese students usually eat for lunch?,¿Qué comen de almuerzo comúnmente los estudiantes japoneses?
What do you spend a majority of your time doing?,¿Qué pasas haciendo la mayor parte del tiempo?
What do you want me to do with this little girl?,¿Qué quieres que haga con esta niñita?
"What he lacked in wit, he made up for in energy.",Lo que le faltaba de ingenio lo compensaba con energía.
What is your reason for your being late to work?,¿Cuál es tu excusa para llegar tarde al trabajo?
What kind of person would do that kind of thing?,¿Qué clase de persona haría una cosa así?
What makes you think that Tom likes heavy metal?,¿Qué te hace pensar que a Tom le gusta el heavy metal?
What makes you think that Tom will listen to me?,¿Qué te hace pensar que Tom me va a escuchar?
What number bus do I take to get to Park Street?,¿Qué número de autobús tengo que coger para ir a la calle del parque?
What surprised me was that Tom didn't know Mary.,Lo que me sorprendió fue que Tom no conocía a María.
What would you do if you were ten years younger?,¿Qué harías si tuvieras diez años menos?
What would you do if you were ten years younger?,¿Qué harías si fueras diez años más joven?
What you did was very dangerous and very stupid.,Lo que hiciste fue muy peligroso y muy estúpido.
What you have said applies only to single women.,Lo que tú dijiste solo aplica para mujeres solteras.
What's made you think that I'd want to kiss you?,¿Qué te ha hecho pensar que querría darte un beso?
What's your favorite place to vacation in Japan?,¿Cuál es tu lugar vacacional favorito de Japón?
What's your favorite song by the Rolling Stones?,¿Cuál es tu canción preferida de los Rolling Stones?
"When I was a child, I used to swim in that pond.","Cuando yo era un niño, solía ir a nadar en aquel estanque."
"When Mary was a child, her family was very poor.","Cuando Mary era una niña, su familia era muy pobre."
"When PC problems slow you down, what can you do?","Cuando los problemas del ordenador hacen que vaya lento, ¿qué puedes hacer?"
"When Tom was young, he ate three eggs every day.","Cuando Tom era joven, se comía tres huevos al día."
"When he retired, his son took over his business.","Cuando él se jubiló, su hijo tomó el mando de su negocio."
"When he retired, his son took over the business.","Cuando él se retiró, su hijo se ocupó del negocio."
"When he saw her letter, he felt somewhat uneasy.","Cuando él vio su carta, se sintió algo inquieto."
"When he saw her letter, he felt somewhat uneasy.","Cuando él vio su carta, se sintió algo intranquilo."
"When his business failed, he was left penniless.",Al fracasar el negocio se quedó en la calle.
"When she was reading the letter, she looked sad.",Ella se veía triste al leer la carta.
"When the bell rang, the teacher ended the class.",El profesor terminó la clase cuando sonó la campana.
"When there's nothing left to do, what do you do?","Cuando no queda nada por hacer, ¿qué haces?"
When was the last time you made your wife happy?,¿Cuándo fue la última vez que hiciste feliz a tu esposa?
When was the last time you sharpened this knife?,¿Cuándo fue la última vez que afilaste este cuchillo?
When was the last time you used this dictionary?,¿Cuándo fue la última vez que usaste este diccionario?
"When we were kids, we played together every day.","Cuando éramos niños, jugábamos juntos todos los días."
"When we were kids, we played together every day.","Cuando éramos críos, jugábamos juntos todos los días."
"When we were kids, we played together every day.","Cuando éramos pequeños, jugábamos juntos todos los días."
"Whenever I hear this song, I think of his smile.","Siempre que oigo esta canción, pienso en su sonrisa."
Where the treasure is hidden is still a mystery.,Sigue siendo un misterio dónde está oculto el tesoro.
Who's that cute girl I saw you with at the mall?,¿Quién es esa chica tan mona con la que te vi en el centro comercial?
Why are you so interested in what Tom was doing?,¿Por qué estás tan interesada en lo que Tom estaba haciendo?
Why did you give up the idea of learning French?,¿Por qué abandonaste la idea de aprender inglés?
Why does the US government let people have guns?,¿Por qué el gobierno de Estados Unidos deja que la gente tenga armas?
Why don't you ask Tom to proofread this for you?,¿Por qué no le pides a Tom que te revise este texto?
"With any luck, there will be no school tomorrow.","Con algo de suerte, mañana no habrá clase."
Would you be so kind as to open the door for me?,¿Serías tan amable de abrirme la puerta?
Would you be so kind as to open the door for me?,¿Sería usted tan amable de abrirme la puerta?
Would you be willing to share your code with me?,¿Estarías dispuesto a compartir tu código conmigo?
Would you like to get married and have children?,¿Te gustaría casarte y tener hijos?
Would you like to get married and have children?,¿Os gustaría casaros y tener hijos?
Would you like to visit the White House someday?,¿Te gustaría visitar la Casa Blanca algún día?
Would you please tell me the way to the station?,¿Me podría decir por favor el camino hacia la estación?
Yesterday I was told I looked like Kohei Tanaka.,Ayer me dijeron que me veía como Kohei Tanaka.
"You are not a good person. You know that, right?","No eres una buena persona. Lo sabes, ¿no?"
You are the last person that I expected to meet.,Eres la última persona que esperaba encontrarme.
You are to hand in your report by 5:00 tomorrow.,Deberás entregar tu reporte mañana a las 5:00
"You can make a cake with flour, milk and an egg.","Podés hacer una torta con harina, leche y un huevo."
You can't drink seawater because it's too salty.,"No se puede beber agua de mar, porque es demasiado salada."
You can't live your life under these conditions.,No puedes vivir tu vida bajo estas condiciones.
"You didn't want to tell Tom about that, did you?","No querías contárselo a Tom, ¿verdad?"
You don't have to do anything you don't want to.,No tienes que hacer nada que no quieras.
You don't have to use such a harsh tone with me.,No tienes que usar un tono tan severo conmigo.
"You don't want me to be late for school, do you?","No quieres que llegue tarde a la escuela, ¿verdad?"
"You guys don't think they'd beat Tom up, do you?","Vosotros chicos, no pensaréis que ellos le darían una paliza a Tom, ¿de verdad?"
You had better hurry. The train leaves at three.,"Sería mejor que os dierais prisa, el tren sale a las tres."
"You have no idea what I'm talking about, do you?","No tienes ni idea acerca de lo que estoy hablando, ¿no?"
"You have to go there, even if you don't want to.","Tenéis que ir, incluso si no queréis."
You must not forget to wake me tomorrow morning.,No te olvides de despertarme mañana por la mañana.
You must not forget to wake me tomorrow morning.,No debes olvidarte de despertarme por la mañana.
You must remember to tell him all that you know.,Debes recordar decirle todo lo que sabes.
You must remember to tell him all that you know.,Tienes que acordarte de decirle todo lo que sabes.
You ought to keep quiet when people are talking.,Deberías callarte cuando la gente habla.
"You plan to go out dancing with Mary, don't you?","Planeas ir a bailar con Mary, ¿verdad?"
You probably haven't yet finished your homework.,Probablemente no habrás terminado todavía los deberes.
"You remember what happened last time, don't you?","Te acuerdas de lo que pasó la última vez, ¿no?"
You should assume that Tom won't help us at all.,Deberías suponer que Tom no nos va a prestar ninguna ayuda.
You should be proud of what you've accomplished.,Deberías estar orgulloso de lo que has conseguido.
You should call your father as soon as possible.,Deberías llamar a tu padre tan pronto como sea posible.
You should get your eyes examined by the doctor.,Deberías ir al médico para que examinara tus ojos.
You should give up smoking since it's unhealthy.,Deberías dejar de fumar ya que es malo para la salud.
You should give up smoking since it's unhealthy.,"Deberías dejar de fumar, porque no es saludable."
You should have refused such an unfair proposal.,Deberías haber rechazado esa injusta propuesta.
You should not despise a man because he is poor.,No se debe despreciar a un hombre porque sea pobre.
You should obey the traffic laws when you drive.,Debes obedecer las leyes de tráfico cuando conduces.
You should practice playing the piano regularly.,Deberías practicar piano regularmente.
You should spend more time studying than you do.,Deberías pasar más tiempo estudiando del que ocupas.
You skipped school today and I want to know why.,Hoy no has ido a la escuela y quiero saber por qué.
You still haven't told me why you quit your job.,Todavía no me has contado por qué dejaste el trabajo.
"You think I won't be able to do that, don't you?","Crees que no podré hacer eso, ¿verdad?"
"You think I won't be able to do that, don't you?","Crees que no seré capaz de hacer eso, ¿verdad?"
You will soon get accustomed to your new school.,Pronto te acostumbrarás a tu nueva escuela.
You won't even remember me a few years from now.,Ni te acordarás de mí en unos años.
You would have to practice the violin every day.,Deberías practicar con el violín todos los días.
You'd be surprised what you can learn in a week.,Te sorprendería lo que puedes aprender en una semana.
You'll soon get accustomed to this cold weather.,Tú te acostumbrarás pronto a este frío clima.
You're going to be in trouble and it's my fault.,Vas a tener problemas y es culpa mía.
You're going to be in trouble and it's my fault.,Vais a tener problemas y es culpa mía.
You're going to be in trouble and it's my fault.,Por mi culpa vais a tener problemas.
You're going to be in trouble and it's my fault.,Por mi culpa vas a tener problemas.
You're not old enough to get a driver's license.,No eres lo suficientemente mayor para conseguir una licencia de conducir.
You're the most incredible person I've ever met.,Eres la persona más increíble que he conocido.
You're the only person who shows me any respect.,Sos la única persona que me muestra algo de respeto.
You've got to give up gambling once and for all.,Tienes que dejar de apostar de una vez por todas.
You've got what it takes to do well in this job.,Tienes lo que hace falta para hacer bien este trabajo.
Your job is to make sure Tom does his job right.,Tu trabajo es asegurarte de que Tom haga bien su trabajo.
"""I'll do it tomorrow."" ""You said that yesterday!""","""Lo haré mañana."" ""¡Dijiste eso ayer!"""
"""Is there a book in the desk?"" ""No, there isn't.""","""¿Hay un libro en el escritorio?"" ""No, no hay."""
"""Is your father busy?"" ""No, I don't think he is.""","""¿Tu padre está ocupado?"" ""No, no creo que lo esté."""
"""May I help you?"" ""Yes, I'm looking for a dress.""","""¿Puedo ayudarte?"" ""Sí, estoy buscando un vestido."""
"""What time do you guys wake up?"" ""Eight o'clock.""",«¿A qué hora os levantáis?»«A las ocho.»
A chain of events led to the outbreak of the war.,Una cadena de eventos condujo al estallido de la guerra
A doctor told me that eating eggs was bad for me.,Un médico me ha dicho que comer huevos era malo para mi salud.
A doctor told me that eating eggs was bad for me.,Un médico me dijo que comer huevos era malo para mí.
A little stage fright is normal before a concert.,Un poco de pánico escénico es normal antes de un concierto.
A lot of young people went to Hawaii this summer.,Mucha gente joven fue a Hawái este verano.
