idioma,traduccion
"Normally, we don't do that in Spain.",Usualmente no hacemos eso en España.
Not all Americans supported the war.,No todos los estadounidenses apoyaron la guerra.
Not all the books are worth reading.,No todos los libros valen la pena leer.
Not being tall isn't a disadvantage.,No ser alto no es una desventaja.
Not everybody wants to be an artist.,No todo el mundo quiere ser artista.
Not everybody wants to be an artist.,No todos desean ser artistas.
Not everyone who lives here is rich.,No todos los que viven aquí son ricos.
Nothing is more important than time.,No hay nada tan importante como el tiempo.
Nothing like that will happen again.,Nada así sucederá otra vez.
Nothing seems to happen around here.,No parece que pase nada por aquí.
"Of course, I will go there with you.","Claro, yo voy allá con vos."
"On election day, voters chose Nixon.",El día de las elecciones los votantes escogieron a Nixon.
"On election day, voters chose Nixon.",Los votantes escogieron a Nixon el día de las elecciones.
"On whole, the plan seems good to me.",En conjunto el plan me parece bien.
One of my wisdom teeth is coming in.,Me está saliendo una muela del juicio.
One of the eagle's wings was broken.,Una de las alas del águila estaba rota.
One thousand buildings lay in ruins.,Mil construcciones quedaron en ruinas.
One thousand buildings lay in ruins.,Mil edificios están en ruinas.
Only a few people showed up on time.,Sólo unas pocas personas se presentaron a tiempo.
Only time will tell if he was right.,Sólo el tiempo dirá si llevaba razón.
Only time will tell if he was right.,Solo el tiempo dirá si él tenía razón.
"Open the door and let me in, please.","Abre la puerta y déjame entrar, por favor."
Open your mouth and close your eyes.,Abre la boca y cierra los ojos.
Opinions vary from person to person.,Las opiniones varían de una persona a otra.
Our country produces a lot of sugar.,Nuestro país produce mucha azúcar.
Our nation is very fond of baseball.,A nuestra nación le gusta mucho el béisbol.
Our plane is flying over the clouds.,Nuestro avión está volando por encima de las nubes.
Our plane took off exactly at 6 p.m.,Nuestro avión despegó exactamente a las 6 p.m.
Our streets flood when we have rain.,Nuestras calles se inundan cuando llueve.
Our teacher looks young for her age.,Nuestra profesora se ve joven para su edad.
Our town was bombed twice this week.,Nuestra ciudad ha sido bombardeada dos veces esta semana.
Packing my stuff up took me forever.,Me llevó una eternidad hacer mis maletas.
"Pass me the butter, will you please.","¿Me pasa la mantequilla, por favor?"
"Pass me the salt and pepper, please.","Pásame la sal y la pimienta, por favor."
"Pass me the salt and pepper, please.","Páseme la sal y la pimienta, por favor."
"Pass me the salt and pepper, please.","Pásenme la sal y la pimienta, por favor."
"Pass me the salt and pepper, please.","Pasadme la sal y la pimienta, por favor."
Peel the orange and give me a piece.,Pele la naranja y déme un gajo.
People threw eggs at the politician.,Le tiraron huevos al político.
Play outside instead of watching TV.,Ve a jugar afuera en vez de ver la tele.
Please bring me two pieces of chalk.,Por favor tráigame dos tizas.
Please come back after half an hour.,"Por favor, vuelve dentro de media hora."
Please come. I'm anxious to see you.,Por favor vení; estoy ansiosa por verte.
Please do not touch the merchandise.,"No toque la mercancía, por favor."
Please don't insult my intelligence.,Por favor no insultes mi inteligencia.
Please don't tell your parents this.,Por favor no le cuentes esto a tus padres.
Please forgive me for telling a lie.,"Por favor, perdóname por decir una mentira."
Please go away and stop annoying me.,Por favor vete y deja de molestarme.
Please go away and stop annoying me.,"Por favor, vete y para de fastidiarme."
Please keep the fire from going out.,"Por favor, no dejes que se apague el fuego."
Please listen to what I have to say.,"Por favor, escucha lo que tengo que decir."
Please listen to what I have to say.,"Por favor, escuche lo que tengo que decir."
Please promise me you won't do that.,Por favor prométeme que no harás eso.
Please push the table over this way.,Haga el favor de empujar la mesa hacia aquí.
Please remember to mail this letter.,"No olvides echar esta carta, por favor."
Please send this by Federal Express.,"Por favor, envíe esto por Federal Express."
Please speak as clearly as possible.,"Por favor, habla tan claramente como sea posible."
Please tell me how to get to Boston.,Por favor dime como llegar a Boston.
Please tell me what happened to him.,"Por favor, dime qué le pasó."
Please tell me your present address.,"Dime tu dirección actual, por favor."
Police cordoned off the crime scene.,La policía acordonó la escena del crimen.
Put the eggs into the boiling water.,Mete los huevos al agua hirviendo.
Put your coat on. It's cold outside.,Ponete el abrigo. Hace frío afuera.
Put your coat on. It's cold outside.,Ponte el abrigo. Hace frío afuera.
"Read the passage on page 22, please.","Lee el pasaje de la página 22, por favor."
Reading books will make you smarter.,Leer libros le hará más inteligente.
Rome has a lot of ancient buildings.,Roma tiene muchos edificios antiguos.
Savlon is a moisturizing skin cream.,Savlon es una crema hidratante para la piel.
Scientists have found water on Mars.,Los científicos han descubierto agua en Marte.
Shakespeare is the name of a writer.,Shakespeare es el nombre de un escritor.
She accused him of stealing her car.,Ella le acusó de robarle el coche.
She advised him to become a teacher.,Le aconsejó que se hiciera profesor.
She advised him to do more exercise.,Le aconsejó que hiciera más ejercicio.
She advised him to give up drinking.,Ella le aconsejó que dejara el trago.
She advised him to go to the police.,Le aconsejó que fuera a la Policía.
She advised him to read those books.,Ella le aconsejó que se leyera esos libros.
She advises me on technical matters.,Ella me asesora en asuntos técnicos.
She and her boyfriend live together.,Ella y su novio viven juntos.
She asked me what had become of him.,Ella me preguntó qué había sido de él.
She belongs to the Democratic Party.,Ella pertenece al Partido Democrático.
She belongs to the Democratic Party.,Ella milita en el Partido Democrático
She blamed him for all her problems.,Ella lo culpó de todos sus problemas.
She brushes her hair in the morning.,Ella se cepilla el pelo por la mañana.
She came back just as I was leaving.,Ella volvió justo cuando yo me estaba yendo.
She came back just as I was leaving.,Ella volvió justo cuando yo ya me iba.
She came down to breakfast at eight.,Ella bajó a desayunar a las ocho.
She came up to me and asked my name.,Ella se me acercó y me preguntó mi nombre.
She can swim as fast as her brother.,Sabe nadar tan rápido como su hermano.
She cooked a special dinner for him.,Ella cocinó una cena especial para él.
She cooked her husband an apple pie.,Ella cocinó una tarta de manzana para su marido.
She cremated him against his wishes.,Ella lo cremó en contra de su voluntad.
She devoted herself to her children.,Ella se dedicaba a sus hijos.
She didn't buy the ticket after all.,Ella no compró el boleto al fin y al cabo.
She didn't tolerate his selfishness.,Ella no soportó su egoísmo.
She died two days after his arrival.,Ella murió dos días después de su llegada.
She doesn't admit that she is wrong.,Ella no reconoce que está equivocada.
She doesn't know how to ride a bike.,Ella no sabe montar en bicicleta.
She dreamed that she was a princess.,Ella soñó que era una princesa.
She encouraged him to write a novel.,Ella le animó a escribir una novela.
She ended up getting married to him.,Ella terminó casándose con él.
She explained her ideas with images.,Ella explicó sus ideas con imágenes.
She extended a warm welcome to them.,Ella les brindó una cálida bienvenida.
She fell asleep with her sweater on.,Ella se quedó dormida con el jersey puesto.
She felt as if she had seen a ghost.,Ella se sintió como si hubiera visto a un fantasma.
She gathered her children about her.,Ella reunió a sus hijos a su alrededor.
She gave him something hot to drink.,Ella le dio algo caliente para beber.
She gets up late on Sunday mornings.,Ella se levanta tarde los domingos por la mañana.
She got a flat tire on her way home.,Se le pinchó un neumático camino a casa.
She grew up to be a famous musician.,Ella se convirtió en una música famosa cuando se hizo adulta.
She had gone there ten years before.,Hace diez años ella estaba allí.
She had nothing to do with the case.,Ella no tenía ninguna relación con el caso.
She had time for her favorite hobby.,Ella tenía tiempo para su hobby favorito.
She had two accidents within a year.,Ella tuvo dos accidentes en un año.
She has a daughter who is a pianist.,Ella tiene una hija pianista.
She has a husband and two daughters.,Ella está casada y tiene dos niñas.
She has a husband and two daughters.,Ella tiene marido y dos hijas.
She has a strong dislike of insects.,Ella tiene una fuerte repulsión hacia los insectos.
She has forgiven him for everything.,Le ha perdonado todo.
She has traveled all over the globe.,Ella viajó por todo el mundo.
She has traveled all over the globe.,Viajó por todo el mundo.
She helped her daughter get dressed.,Ella ayudó a su hija a vestirse.
She ignored him pretty much all day.,Ella lo ignoró casi todo el día.
She invited Tom and me to the party.,Ella nos invitó a Tom y a mí a la fiesta.
She is able to answer your question.,Ella puede contestar a tu pregunta.
She is always free in the afternoon.,Ella siempre está libre en la tarde.
She is always free in the afternoon.,Ella siempre está desocupada en la tarde.
"She is not my sister, she's my wife.","Ella no es mi hermana, es mi esposa."
"She is the type men call ""stunning.""","Ella es el tipo que los hombres llaman ""imponente""."
"She is the type men call ""stunning.""","Ella es el tipo que los hombres denominan ""impresionante""."
She is used to staying up all night.,Ella acostumbra quedarse despierta toda la noche.
She is used to staying up all night.,Ella está acostumbrada a quedarse despierta toda la noche.
She is very angry with her children.,Ella está muy enfadada con sus hijos.
She is writing a new book this year.,Está escribiendo un libro este año.
She killed herself by taking poison.,Ella se suicidó tomando veneno.
She knows nothing about your family.,Ella no sabe nada sobre su familia.
She lived all her life in that town.,Ella vivió toda su vida en esa ciudad.
She looked at herself in the mirror.,Se miró en el espejo.
She looked at herself in the mirror.,Ella se miró en el espejo.
She looked more beautiful than ever.,Ella parecía más bonita que nunca.
She looked more beautiful than ever.,Ella parecía más guapa que nunca.
She looked pleased with her new job.,Parecía estar contenta con su nuevo trabajo.
She lost her father at the age of 3.,Perdió a su padre a la edad de 3 años.
She made friends with him in Boston.,Ella se hizo amiga suya en Boston.
She must have forgotten the promise.,Se habrá olvidado de la promesa.
She passed away yesterday afternoon.,Ella falleció en la tarde de ayer.
She pretended to be hard of hearing.,Ella fingió tener problemas auditivos.
She promised to meet him last night.,Ella prometió encontrarse con él ayer por la noche.
She regrets having never been there.,Ella se arrepiente de nunca haber ido ahí.
"She requested help, but no one came.","Ella pidió ayuda, pero nadie vino."
She screamed when she saw the snake.,Ella gritó cuando vio la serpiente.
She seems to have found a boyfriend.,Parece que ella encontró un novio.
She sells seashells by the seashore.,Ella vende conchas en la costa.
She sent her children off to school.,Ella envió a los niños al colegio.
She sent him a postcard from Boston.,Le envió una postal desde Boston.
She set the bird free from the cage.,Ella liberó al pájaro de la jaula.
She shut the door and went upstairs.,Ella cerró la puerta y se fue arriba.
She smiled at herself in the mirror.,Se sonrió a sí misma en el espejo.
She starts her job at seven o'clock.,Ella empieza a trabajar a las siete.
She stopped sewing and had some tea.,Ella dejó de coser y tomó un poco de té.
She suffers from low blood pressure.,Ella padece hipotensión.
She surprised him with a small gift.,Ella lo sorprendió con un pequeño obsequio.
She takes piano lessons once a week.,Ella toma lecciones de piano una vez a la semana.
She talks as if she knew everything.,Habla como si lo supiera todo.
She took down a book from the shelf.,Ella sacó un libro de la repisa.
She was a bridesmaid at the wedding.,Ella fue dama de honor en la boda.
She was always practicing the piano.,Ella estaba siempre practicando piano.
She was always practicing the piano.,Ella siempre estaba practicando el piano.
She was cooking dinner at that time.,Ella estaba cocinando la cena en ese momento.
She was cooking dinner at that time.,En ese momento estaba preparando la cena.
She was impatient to see her family.,Ella está impaciente por ver a su familia.
"She was tired, but she kept working.","Estaba cansada, pero siguió trabajando."
She went about the household chores.,Ella se dedicó a las tareas del hogar.
She went down the stairs in a hurry.,Ella bajó las escaleras a toda prisa.
She would go with him to Washington.,Ella iría a Washington con él.
She wouldn't go for a walk with him.,Ella no iría de paseo con él.
She wrote a book about the visitors.,Ella escribió un libro sobre los visitantes.
She'll be getting married next year.,Ella se casará el año próximo.
She's almost the same height as you.,Es casi tan alta como tú.
"Since it was raining, I stayed home.","Como estaba lloviendo, me quedé en casa."
Slavery is a crime against humanity.,La esclavitud es un crimen hacia la humanidad.
Smoking is not allowed in this room.,No se permite fumar en esta sala.
Smoking is terrible for your health.,Fumar es terrible para tu salud.
Soldiers must obey their commanders.,Los soldados deben obedecer a sus comandantes.
Some day we'll take a trip to India.,Algún día vamos a ir a la India.
Some day we'll take a trip to India.,Algún día haremos un viaje a la India.
Some of them have committed suicide.,Algunos de ellos se han quitado la vida.
Some people compare life to a stage.,Algunas personas comparan a la vida con un escenario.
Some people read books to kill time.,Hay gente que lee libros para matar el tiempo.
Some people read books to kill time.,Algunos leen libros para matar el tiempo.
Somebody called my name in the dark.,Alguien llamó mi nombre en la oscuridad.
Someone has left a bag on the bench.,Alguien se ha dejado una bolsa en el banco.
Someone has stolen my tennis racket.,Alguien ha robado mi raqueta de tenis.
Someone is standing behind the wall.,Hay alguien parado detrás de la pared.
Something is moving behind the bush.,Algo se está moviendo detrás del arbusto.
Sometimes I doubt your intelligence.,A veces dudo de tu inteligencia.
"Sorry, but your brother is an idiot.","Lo siento, pero tu hermano es un idiota."
Spanish is spoken in many countries.,El español es hablado en muchos países.
"Speech is silver, silence is golden.",La palabra es plata y el silencio oro.
Stars cannot be seen in the daytime.,Las estrellas no se ven durante el día.
State your full name for the record.,Diga su nombre completo para que conste en acta.
Step aside. You're blocking the way.,"Retírese de ahí, está usted impidiendo el paso."
Steven Spielberg is a film director.,Steven Spielberg es un director de cine.
Stick another stamp on the envelope.,Pégale otra estampilla al sobre.
Stop and think it over for a minute.,Detente un momento a pensarlo.
Stop writing and hand your paper in.,Para de escribir y entrega tu hoja.
Students are supposed to study hard.,Se supone que los estudiantes estudien arduamente.
"Study hard, or you'll fail the exam.","Estudia mucho, si no no aprobarás el examen."
Studying a foreign language is hard.,Estudiar una lengua extranjera es difícil.
Success does not come from laziness.,La victoria no emana de la pereza.
Such a problem is hard to deal with.,Un problema tal es difícil de tratar.
Such behavior can cause an accident.,Un comportamiento así puede provocar un accidente.
"Suddenly, my mother started singing.","De repente, mi madre comenzó a cantar."
"Suddenly, the captain left the ship.",El capitán abandonó el barco de repente.
Sugar replaced honey as a sweetener.,El azúcar sustituyó a la miel como endulzante.
Sunday is the day when I am busiest.,El domingo es el día en el que estoy más ocupado.
Sunday is the first day of the week.,El domingo es el primer día de la semana.
Take care when you cross the street.,Cruzá la calle con cuidado.
Take care when you cross the street.,Cruzá la calle con precaución.
Take things a little more seriously.,Tómate las cosas un poco más en serio.
Take this medicine before each meal.,Tómese esta medicina antes de cada comida.
Take this medicine every four hours.,Tómate esta medicina cada cuatro horas.
Tell Tom Mary has already told John.,Dile a Tom que Mary ya se lo ha dicho a John.
Tell her that I am writing a letter.,Dile que estoy escribiendo una carta.
Tell me something that I don't know.,Dime algo que no sepa.
Tell me the name of the ninth month.,Dime el nombre del noveno mes.
Tell me the reason why he was fired.,Explícame la razón por la que él fue despedido.
Tell me what you think about my car.,Dime qué piensas acerca de mi auto.
Tell me what you want for Christmas.,Dime lo que quieres por Navidades.
Thank you for drawing a bird for me.,Gracias por dibujar un pájaro para mí.
Thank you for inviting me to dinner.,Gracias por haberme invitado a cenar.
Thank you for inviting us to dinner.,Gracias por invitarnos a cenar.
Thank you for the beautiful flowers.,Gracias por las hermosas flores.
Thank you very much for your letter.,Muchas gracias por tu carta.
Thanks for taking care of my sister.,Gracias por cuidar a mi hermana.
Thanks to you I've lost my appetite.,Gracias a ti he perdido mi apetito.
"Thanks to you, I spent all my money.","Gracias a ti, gasté todo mi dinero."
That automobile was going very fast.,Llevaba mucho gas aquel automóvil.
That blue dress suits you very well.,Ese vestido azul te queda requetebién.
That building has no emergency exit.,Ese edificio no tiene salida de emergencia.
That child threw a stone at the dog.,Ese niño tiró una piedra al perro.
That copy differs from the original.,Esa copia difiere del original.
That desk does not fit in this room.,Ese escritorio no cabe en esta habitación.
That discovery was quite accidental.,Ese descubrimiento fue totalmente casual.
That house is much better than this.,Esa casa es mucho mejor que ésta.
That is the picture that he painted.,Aquél es el cuadro que él pintó.
That makes you even more attractive.,Eso te hace aún más atractiva.
That noise is almost driving me mad.,Ese ruido me está volviendo loco.
That noise is almost driving me mad.,Ese ruido me está volviendo loca.
That plan has certain disadvantages.,Ese plan tiene algunos inconvenientes.
That seems like a stupid idea to me.,A mí me parece una idea estúpida.
That she was tired was plain to see.,Era evidente que ella estaba cansada.
That strategy obviously didn't work.,La estrategia obviamente no funcionó.
That university was my first choice.,Esa universidad era mi primera alternativa.
That was the source of his troubles.,Esa era la fuente de sus problemas.
That word is very hard to translate.,Esa palabra es muy difícil de traducir.
That's a completely unfounded rumor.,Ese es un rumor totalmente infundado.
That's exactly what I used to think.,Eso mismo creía yo.
That's going to make Tom very happy.,Eso lo va a hacer muy feliz a Tom.
That's just what I was going to say.,Eso es justo lo que iba a decir.
That's more than I can handle alone.,Eso es más de lo que puedo encargarme solo.
That's the house where Tom was born.,Ésa es la casa en que nació Tom.
That's very kind of you to say that.,Es usted muy amable de decírmelo.
That's what Tom wanted you to think.,Eso es lo que Tom quería que pensaras.
That's what people don't understand.,Eso es lo que la gente no entiende.
The 7th day of the week is Saturday.,El séptimo día de la semana es el sábado.
The accident happened two years ago.,El accidente tuvo lugar hace dos años.
The accident has caused many deaths.,El accidente ha causado muchas muertes.
The air conditioner is out of order.,El aire acondicionado está fuera de servicio.
The air conditioner is out of order.,El aire acondicionado está averiado.
The air conditioner is out of order.,El aire acondicionado está estropeado.
The airplane soon went out of sight.,El avión pronto se perdió de vista.
The atomic number for hydrogen is 1.,El número atómico del hidrógeno es uno.
The audience exploded with laughter.,El público estalló a carcajadas.
The author's name is familiar to us.,El nombre del autor nos es familiar.
The automobile has changed our life.,El automóvil nos ha cambiado la vida.
The average temperature has gone up.,La temperatura promedio subió.
The best thing is to tell the truth.,Lo mejor es decir la verdad.
The boy actually was going to do it.,El niño en realidad iba a hacerlo.
The boy asked his mother a question.,El hijo le hizo una pregunta a su madre.
The boy asked his mother a question.,El hijo le hizo una pregunta a la madre.
The boy carved his name in the tree.,El muchacho talló su nombre en el árbol.
The boy carved his name in the tree.,El chico grabó su nombre en el árbol.
The boy carved his name on the tree.,El muchacho talló su nombre en el árbol.
The boy must have broken the window.,El niño debe haber roto la ventana.
The boy over there is bowing to you.,Aquel chico de allí se está inclinando ante ti.
The boy tried moving the heavy sofa.,El chico intentó mover el pesado sofá.
The brass band played three marches.,La banda de bronces tocó tres marchas.
The building has exits on all sides.,El edificio tiene salidas por todos lados.
The building is twenty stories high.,El edificio tiene veinte pisos.
The bus doesn't always come on time.,El autobús no siempre llega puntual.
The bus drivers are on strike today.,Los conductores de colectivos están de paro hoy.
The bus is running ten minutes late.,El autobús tuvo un retraso de diez minutos.
The bus is running ten minutes late.,El bus lleva diez minutos de retraso.
"The bus stopped, but no one got out.","El bus se detuvo, pero nadie se bajó."
"The bus stopped, but nobody got off.","El bus se detuvo, pero nadie se bajó."
The calendar is hanging on the wall.,El calendario está colgado en la pared.
The capital city of France is Paris.,La capital de Francia es París.
The captain controls the whole ship.,El capitán controla toda la nave.
The car door doesn't close properly.,La puerta del coche no cierra correctamente.
The child slept on its mother's lap.,El niño durmió en el regazo de su madre.
The child talks as if he were a man.,El niño habla como si fuese un hombre.
The children are riding their bikes.,Los niños están andando en sus bicicletas.
The children were completely soaked.,Los niños estaban totalmente empapados.
The children were well looked after.,Los niños estaban bien cuidados.
The city was bombed by enemy planes.,Aviones enemigos bombardearon la ciudad.
The city was bombed by enemy planes.,La ciudad fue bombardeada por aviones enemigos.
The climate is mild in this country.,El clima es suave en este país.
The coach gave him some good advice.,El entrenador le dio algunos buenos consejos.
The committee will meet next Friday.,El comité se reunirá el próximo viernes.
The company wants to hire 20 people.,La compañía quiere contratar a veinte personas.
The conductor appeared on the stage.,El director apareció en el escenario.
The customs office is at the border.,La oficina de aduanas está en la frontera.
The dictionary comes in two volumes.,El diccionario tiene dos tomos.
The dictionary on the desk is Tom's.,El diccionario que está encima de la mesa es de Tom.
The divers were trapped in the cave.,Los buzos quedaron atrapados en la caverna.
The doctor advised him not to smoke.,El doctor le aconsejó no fumar.
The doctor advised him to work less.,El médico le aconsejó que trabajase menos.
The doctor cured her of her disease.,El doctor la curó de su enfermedad.
The doctor cured him of his illness.,El doctor lo curó de su enfermedad.
The doctor operates two days a week.,El médico opera dos días a la semana.
The doctor will be here in a minute.,El médico estará aquí en un minuto.
The dog is walking around the table.,El perro está dando vueltas alrededor de la mesa.
The dog next door is always barking.,El perro de al lado ladra todo el tiempo.
The dog next door is always barking.,El perro de al lado se la pasa ladrando.
The dog wouldn't let go of the ball.,El perro no quería soltar la pelota.
The door opened and a man walked in.,La puerta se abrió y un hombre entró.
The door opened and a man walked in.,Se abrió la puerta y entró un hombre.
The door was locked from the inside.,La puerta está cerrada con llave desde dentro.
The door was locked from the inside.,La puerta estaba cerrada desde adentro.
The dragon is an imaginary creature.,El dragón es una criatura imaginaria.
The economy has entered a recession.,La economía entró en recesión.
The elephant was brought to the zoo.,El elefante fue conducido al zoológico.
The ending is much more interesting.,El final es mucho más interesante.
The exact same thing happened to me.,A mí me pasó exactamente lo mismo.
The experiment confirmed his theory.,El experimento confirmó su teoría.
The extremists refused to negotiate.,Los extremistas rechazaron negociar.
The farmer plowed his field all day.,El agricultor estuvo arando su campo todo el día.
The film was not a success in Japan.,La película no fue un éxito en Japón.
The final match was not so exciting.,El partido final no fue tan emocionante.
The first scene has a lot of action.,La primera escena tiene mucho movimiento.
The flowers in the vase were wilted.,Las flores del florero están marchitas.
The flowers in the vase were wilted.,Las flores del jarrón se han marchitado.
The food in this hotel is very good.,La comida es muy buena en este hotel.
The fox and the bear lived together.,El zorro y el oso vivían juntos.
The fugitive is armed and dangerous.,El fugitivo está armado y es peligroso.
The game was put off till next week.,El partido fue aplazado hasta la siguiente semana.
The garden is in front of the house.,El jardín está al frente de la casa.
The gifts will delight the children.,Los regalos les van a encantar a los niños.
The girl didn't like to wash dishes.,A la niña no le gustaba lavar los platos.
The girl reads with her grandfather.,La chica lee con su abuelo.
The girls were sitting side by side.,Las niñas estaban sentadas una al lado de otra.
The grapes ripened well that summer.,La uva maduró bien aquel verano.
The group is made up of six members.,Ese grupo se compone de seis miembros.
The handkerchiefs are in the drawer.,Los pañuelos están en el cajón.
The headline is somewhat misleading.,El titular es un poco engañoso.
The headline is somewhat misleading.,El titular es un tanto engañoso.
The hill used to be covered in snow.,La colina estaba cubierta de nieve.
The holidays came to an end at last.,Ya se acabaron las vacaciones.
The horse stopped and wouldn't move.,El caballo se detuvo y no se movía.
The hotel has a pleasant atmosphere.,El hotel tiene una atmósfera agradable.
The house needs a new coat of paint.,La casa necesita una nueva capa de pintura.
The instinct for survival is innate.,El instinto de supervivencia es innato.
The judge is ready to pass sentence.,El juez está dispuesto a fallar.
The jury acquitted him of the crime.,El jurado lo absolvió del delito.
The jury found the defendant guilty.,El jurado declaró culpable al acusado.
The kid has a keen sense of hearing.,El niño tiene un oído agudo.
The kid has a keen sense of hearing.,El niño tiene un agudo sentido del oído.
The lake is surrounded by mountains.,El lago está rodeado de montañas.
The law says that all men are equal.,La ley dice que todos los hombres son iguales.
The law says that all men are equal.,La ley establece que todos los hombres son iguales.
The lawn mower needs gas to operate.,La cortadora de césped funciona con gas.
The light changed from red to green.,La luz cambió de rojo a verde.
The little girl did nothing but cry.,La niña no hacía más que llorar.
The long war came to an end at last.,La larga guerra al fin finalizó.
The loud noise woke up the children.,El estruendo despertó a los niños.
The maid will take it to your house.,La criada lo llevará a su casa.
The man Mary is talking with is Tom.,El hombre con quien Mary habla es Tom.
The man answered to the description.,El hombre respondió a la descripción.
The man robbed him of all his money.,El hombre le robó todo su dinero.
The man shot three birds with a gun.,El hombre le disparó a tres pájaros con un arma.
The man was a fountain of knowledge.,El hombre era una fuente de conocimientos.
The monkeys are grooming each other.,Los monos se espulgan unos a otros.
The moonlight reflected on the lake.,La luz de la luna se reflejaba en el lago.
"The more we learn, the more we know.","Cuanto más aprendemos, más sabemos."
The names are in alphabetical order.,Los nombres están en orden alfabético.
The neighbor's dog barked all night.,El perro del vecino ladró toda la noche.
The new sofa goes with the curtains.,El nuevo sofá combina con las cortinas.
The new teacher is in the classroom.,El nuevo profesor está en el aula.
The nightlife is better in New York.,La vida nocturna es mejor en Nueva York.
The old man fell down on the ground.,El anciano se cayó al suelo.
The old man spoke with me in French.,El anciano me habló en francés.
The old man told me a strange story.,El anciano me contó una historia extraña.
The old man was almost hit by a car.,Al anciano casi lo choca un auto.
The only room available is a double.,La única habitación disponible es una doble.
The only room available is a double.,La única habitación libre es una habitación doble.
The operation had to be kept secret.,La operación tenía que mantenerse en secreto.
The patient moved his lips slightly.,El paciente movió los labios ligeramente.
The pitiful sight moved us to tears.,La lastimosa escena nos conmovió hasta las lágrimas.
The plan has been successful so far.,El plan ha sido un éxito hasta ahora.
The plane crashed against the house.,El avión se estrelló contra la casa.
The plane dropped bombs on the city.,El avión lanzó bombas sobre la ciudad.
The police are looking for suspects.,La policia está buscando sospechosos.
The police have caught the murderer.,La policía cogió al asesino.
The police officer blew his whistle.,El policía hizo sonar su silbato.
The policeman is wearing a gas mask.,El policía lleva puesta una máscara de gas.
The policeman protected the witness.,El policía protegió al testigo.
The policeman seized him by the arm.,El policía lo sujetó por el brazo.
The prices here are very reasonable.,Los precios aquí son muy razonables.
The prisoner was set free yesterday.,El prisionero fue liberado ayer.
The prisoners were trying to escape.,Los reclusos trataron de fugarse.
The problem will soon be dealt with.,Lidiaremos pronto con el problema.
The puppets are controlled by wires.,Las marionetas se mueven por cables.
"The rain hasn't stopped yet, has it?","Todavía no ha parado de llover, ¿verdad?"
The referee made the right decision.,El árbitro tomó la decisión correcta.
The reporters were hunting for news.,Los periodistas andaban a caza de noticias.
The result was rather disappointing.,El resultado fue bien decepcionante.
