idioma,traduccion
"Excuse me, what time is it?","Disculpa, ¿qué hora es?"
Exercise has many benefits.,Ejercitarse trae muchos beneficios.
Exports have been sluggish.,Las exportaciones se han estado ralentizando.
Fast food can be addictive.,La comida rápida puede ser adictiva.
Father doesn't eat dessert.,Papá no come postre.
Father is proud of his car.,Papá está orgulloso de su coche.
Fatigue showed on her face.,Su cara mostraba fatiga.
Few students knew his name.,Pocos estudiantes conocían su nombre.
Fill out the questionnaire.,Rellena el cuestionario.
"Fill out this form, please.","Rellene este formulario, por favor."
Fill the bucket with water.,Llena el balde con agua.
"Finally, I have my own car.",Finalmente tengo mi propio auto.
"Finally, I have my own car.",Finalmente tengo mi propio coche.
"First, let me ask you this.",Primero déjame preguntarte esto.
Five plus two equals seven.,Cinco y dos son siete.
Five plus two equals seven.,Cinco más dos son siete.
"Fortunately, I was on time.","Afortunadamente, llegué a tiempo."
French is spoken in France.,El francés se habla en Francia.
Friends do things together.,Los amigos hacen cosas juntos.
Frogs are afraid of snakes.,A las ranas les dan miedo las serpientes.
Gay marriage is legal here.,El matrimonio gay es legal acá.
Get this stuff out of here.,Saca estas cosas de aquí.
Get up as early as you can.,Levántate tan pronto como puedas.
Get yourself a decent suit.,Consíguete un traje decente.
Give it to anyone you like.,Dáselo a alguien que te guste.
Give me a little ice cream.,Dame un poquito de helado.
Give me a little more time.,Dame algo más de tiempo.
Give me a little more time.,Dame un poco más de tiempo.
Give me another cup of tea.,Dame otra taza de té.
Give me back the TV remote.,¡Devuélveme el mando a distancia!
Give me some time to think.,Dame un poco de tiempo para pensar.
Give me something to drink.,Dame algo de beber.
Give the scraps to the dog.,Dale las sobras al perro.
Giving up isn't the answer.,Rendirse no es la respuesta.
Giving up isn't the answer.,La solución no es rendirse.
Good always wins over evil.,El bien gana siempre al mal.
Good luck with the new job.,Que tengas suerte en tu nuevo trabajo.
Good luck with the new job.,Que te vaya bien con tu nuevo trabajo.
"Greeks often eat fish, too.",Los griegos también comen pescado a menudo.
Green is my favorite color.,El verde es mi color favorito.
Hang your coat on the hook.,Cuelga tu abrigo en el gancho.
Has anybody else seen this?,¿Alguien más ha visto esto?
Has anybody seen my wallet?,¿Ha visto alguien mi cartera?
Has anybody seen my wallet?,¿Alguien ha visto mi billetera?
Has the train been delayed?,¿El tren se retrasó?
Have a little of this cake.,Come un poco de esta torta.
Have you been there before?,¿Has estado ahí antes?
Have you been to Australia?,¿Has estado en Australia?
Have you ever been in love?,¿Habéis estado enamoradas alguna vez?
Have you ever been in love?,¿Habéis estado alguna vez enamorados?
Have you ever been in love?,¿Has estado alguna vez enamorado?
Have you ever driven a van?,¿Has conducido una van alguna vez?
Have you ever hired a maid?,¿Has contratado alguna vez a una sirvienta?
Have you ever milked a cow?,¿Has ordeñado una vaca alguna vez?
Have you ever seen a koala?,¿Has visto alguna vez un koala?
Have you ever seen a panda?,¿Has visto alguna vez un panda?
Have you ever seen it hail?,¿Alguna vez has visto granizo?
Have you ever seen it hail?,¿Alguna vez has visto granizar?
Have you ever shot a rifle?,¿Alguna vez has disparado con un rifle?
Have you finished dressing?,¿Terminaste de vestirte?
Have you got any ideas yet?,¿Ya tienes algunas ideas?
Have you heard Tom's music?,¿Has oído la música de Tom?
Have you read this article?,¿Has leído este artículo?
Have you read this article?,¿Han leído este artículo?
Have you seen Tom on stage?,¿Has visto a Tom en el escenario?
Have you told your parents?,¿Se lo dijiste a tus padres?
Have you washed your hands?,¿Te has lavado las manos?
He accepted the nomination.,Él aceptó la nominación.
He accomplished it at last.,Él al final lo consiguió.
He acquired French quickly.,Él apropió rápidamente el francés.
He advised me not to smoke.,Él me aconsejó que no fumara.
He almost never went there.,Él rara vez fue ahí.
He almost never went there.,Él casi nunca iba allí.
He also needs many workers.,Él también necesita muchos trabajadores.
He angrily closed the door.,Él cerró furiosamente la puerta.
He appeared in many movies.,Él apareció en muchas películas.
He arrived here last night.,Él llegó aquí anoche.
He asks me to be attentive.,Me pide que esté atento.
He ate a box of chocolates.,Él se comió una caja de chocolates.
He avenged his dead father.,Él vengó a su difunto padre.
He became a great musician.,Se convirtió en un gran músico.
He became a nice young man.,Él se convirtió en un excelente joven.
He became a police officer.,Se hizo policía.
He began to whistle a tune.,Se puso a silbar una melodía.
He believes in Santa Claus.,Cree en Papá Noel.
He believes whatever I say.,Él cree todo lo que le digo.
He bought his son a camera.,Él le compró una cámara a su hijo.
He called me up from Tokyo.,Me llamó desde Tokio.
He came again after a week.,Él vino de nuevo después de una semana.
He came from the Northeast.,Él vino del noreste.
He can read English easily.,Él puede leer inglés fácilmente.
He caught hold of the rope.,Él agarró la cuerda.
He comes here once a month.,Él viene aquí una vez al mes.
He comes here once a month.,Viene aquí una vez al mes.
He comes here twice a week.,Él viene aquí dos veces por semana.
He comes round once a week.,Él anda por acá una vez a la semana.
He confessed he had to lie.,Él admitió que tuvo que mentir.
He could get no more money.,Él no podía conseguir más dinero.
He could not go to college.,Él no pudo ir a la universidad.
He could not speak clearly.,No podía hablar con claridad.
He cut off a slice of meat.,Cortó una loncha de carne.
He decided to go to France.,Él decidió ir a Francia.
He decided to quit smoking.,Él decidió dejar de fumar.
He deserves the punishment.,Se merece el castigo.
He deserves to be promoted.,Él merece ser ascendido.
He did it only for my sake.,Él lo hizo solo por mí.
He did well for a beginner.,Él lo hizo bien para un principiante.
He didn't do it on purpose.,Él no lo hizo aposta.
He didn't do it on purpose.,No lo hizo a propósito.
He didn't even say goodbye.,No dijo ni adiós.
He didn't give up the plan.,Él no renunció al proyecto.
He didn't mean to hurt you.,Él no quería hacerte daño.
He didn't mean to hurt you.,Él no quiso herirte.
He didn't say a word to me.,Él no me dijo una palabra.
He didn't say anything new.,Él no dijo nada nuevo.
He does it faster than you.,Él lo hace más rápido que tú.
He doesn't have a computer.,Él no tiene computador.
He doesn't have the ticket.,Él no tiene el boleto.
He doesn't know what to do.,Él no sabe qué hacer.
He doesn't know what to do.,No sabe qué hacer.
He doesn't read many books.,No lee muchos libros.
He doesn't watch TV at all.,Él no ve nada de televisión.
He doesn't watch TV at all.,Él nunca mira televisión.
He drinks too much alcohol.,Él toma demasiado alcohol.
He felt a pain in his back.,Él sintió un dolor en su espalda.
He felt utterly humiliated.,Él se sintió totalmente humillado.
He forgot to lock the door.,Él olvidó cerrar la puerta con llave.
He gave an accurate report.,Hizo un relato exacto.
He gave away all his money.,Él despilfarró todo su dinero.
He gave her her first kiss.,Él le dio su primer beso.
He got up at five as usual.,Él se levantó a las cinco como siempre.
He greeted me with a smile.,Él me recibió con una sonrisa.
He grew up in a small town.,Él creció en una ciudad pequeña.
He had a bitter experience.,Él tuvo una amarga experiencia.
He had a mild heart attack.,Tuvo un amago de infarto.
He had a smile on his face.,Él tenía una sonrisa en su rostro.
He had long hair last year.,Él tenía el pelo largo el año pasado.
He had to find another way.,Él tenía que encontrar otra manera.
He has a passive character.,Él tiene un carácter pasivo.
He has a remarkable memory.,Él tiene una memoria notable.
He has a talent for acting.,Tiene madera de actor.
He has a terrible hangover.,Tiene una mona horrible.
He has a terrible hangover.,Tiene una goma horrible.
He has a terrible hangover.,Tiene una cruda horrible.
He has already gone to bed.,Él ya se ha ido a la cama.
He has an attitude problem.,Él tiene un problema de actitud.
He has an eye for antiques.,Él tiene ojo para las antigüedades.
He has an interesting book.,Él tiene un libro interesante.
He has gained a few pounds.,Ha cogido unos cuantos quilos.
He has gone to the library.,Él ha ido a la biblioteca.
He has no house to live in.,Él no tiene un hogar donde vivir.
He has no house to live in.,No tiene una casa donde vivir.
He has no pity for anybody.,No tiene compasión de nadie.
He has three older sisters.,Él tiene tres hermanas mayores.
He has three older sisters.,Tiene tres hermanas mayores.
He has to repair the clock.,Él tiene que reparar el reloj.
He has two boys and a girl.,Tiene dos niños y una niña.
He hasn't changed his mind.,Él no cambió de opinión.
He hasn't left any message.,Él no ha dejado ningún mensaje.
He hates cleaning his room.,Él odia limpiar su habitación.
He held out his hand to me.,Tendió su mano hacia mí.
He held the trophy up high.,El levantó el trofeo a lo alto.
He hinted at his intention.,Insinuó cuál era su intención.
He invited me to the party.,Él me invitó a la fiesta.
He is a cheerful young man.,Es un joven alegre.
He is a compulsive gambler.,Él es un jugador compulsivo.
He is a man of noble birth.,Es de la nobleza.
He is a university student.,Él es un estudiante universitario.
He is a very decent fellow.,Él es extremadamente amable.
He is afraid of his father.,Él tiene miedo de su padre.
He is an aggressive person.,Él es una persona agresiva.
He is an expert at fishing.,Él es un experto pescando.
He is an unpleasant fellow.,Él es un sujeto desagradable.
He is as tall as my father.,Es tan alto como mi padre.
He is crazy about baseball.,Él está loco por el béisbol.
He is going to the concert.,Él va al concierto.
He is in front of the door.,Él está al frente de la puerta.
He is much better than you.,Él es mucho mejor que tú.
He is not altogether wrong.,Él no está totalmente equivocado.
He is not guilty of murder.,Él no es culpable de asesinato.
He is not too old to do it.,Él no es muy mayor para hacerlo.
He is one of my neighbours.,Él es uno de mis vecinos.
He is sitting on the chair.,Está sentado en la silla.
He is sitting on the chair.,Él está sentado en la silla.
He is standing on the hill.,Él está parado en la colina.
He is still full of energy.,Todavía está lleno de energía.
He is studying agriculture.,Él está estudiando agricultura.
He is studying at his desk.,Él estudia en su escritorio.
He is suspected of robbery.,Él es sospechoso de robo.
He is talking on the phone.,Él está hablando por teléfono.
He is talking on the phone.,Está hablando por teléfono.
He is the older of the two.,Él es el mayor de los dos.
He is too proud to give up.,Es demasiado orgulloso para rendirse.
He is twice as old as I am.,Él es el doble de viejo que yo.
He is very a dangerous man.,Él es una persona muy peligrosa.
He is very a dangerous man.,Él es un hombre muy peligroso.
He isn't able to buy a car.,Él no puede comprar un coche.
He isn't able to buy a car.,Él no es capaz de comprarse un coche.
He isn't who he says he is.,Él no es quien dice ser.
He kissed her on the cheek.,La besó en la mejilla.
He leaves for Tokyo at ten.,Él parte a las diez a Tokio.
He left after he had lunch.,Se fue después del almuerzo.
He left after he had lunch.,Se fue después de que almorzó.
He lifted his hat politely.,Él se levantó cortésmente el sombrero.
He likes English very much.,A él le gusta mucho el inglés.
"He likes jazz, and so do I.","Le gusta el jazz, y a mí también."
He likes to be mischievous.,A él le gusta ser malicioso.
He likes to sing and dance.,Le gusta cantar y bailar.
"He lived in Spain, I think.",Creo que él ha vivido en España.
"He lived in Spain, I think.","Él vivió en España, creo."
He lived in a town near by.,Vivía en una ciudad cerca de aquí.
He lived next to his uncle.,Él vivía al lado de su tío.
He looks happier this time.,Él se ve más feliz esta vez.
He loses his temper easily.,Él pierde el temperamento con facilidad.
He lost his umbrella again.,Él volvió a perder su paraguas.
He made her clean the room.,Él hizo que ella limpiara el cuarto.
He made the children laugh.,Hizo reír a los niños.
He made up the whole story.,Él inventó la historia entera.
He married a Canadian girl.,Él se casó con una chica canadiense.
He might have lost his way.,Él tal vez se perdió.
He must be a fool to do so.,Él tiene que ser tonto para hacer eso.
He occasionally visited me.,Él me visitaba en ocasiones.
He often paints landscapes.,El comúnmente pinta paisajes.
He often paints landscapes.,Él pinta paisajes frecuentemente.
He paid with a credit card.,Él pagó con una tarjeta de crédito.
He painted his bicycle red.,Él pintó su bicicleta de rojo.
He played tennis yesterday.,Ayer jugó al tenis.
He plays baseball tomorrow.,Mañana jugará al béisbol.
He plays golf every Sunday.,Él juega al golf todos los domingos.
He predicted she would win.,Él predijo que ella ganaría.
He pressed the brake pedal.,Pisó el pedal del freno.
He put a light on the roof.,Él colgó una lámpara del techo.
He put the key in the lock.,Él metió la llave en la cerradura.
He ran as fast as he could.,Corrió tan rápido como pudo.
He ran as fast as he could.,Él corrió tan rápidamente como pudo.
He ran away when he saw me.,Él huyó al verme.
He ran away with the money.,Él salió corriendo con el dinero.
He ran away with the money.,Él se escapó con el dinero.
He ran away with the money.,Huyó con el dinero.
He read the book yesterday.,Leyó el libro ayer.
He read the document aloud.,Él leyó el documento en voz alta.
He regretted it afterwards.,Él se arrepintió más tarde.
He said he could swim well.,Él dijo que podía nadar bien.
He said he would cut taxes.,Él dijo que recortaría los impuestos.
He said hello to the woman.,Él saludó a la mujer.
"He said, ""I'm from Canada.""","Él dijo: ""soy de Canadá""."
"He said, ""I'm from Canada.""","Dijo: ""Soy de Canadá."""
He saved a hundred dollars.,Él ahorró cien dólares.
He saw the picture clearly.,Él vio claramente la fotografía.
He seemed to have been ill.,Parecía haber estado enfermo.
He seems to have been rich.,Él parece haber sido rico.
He sent me a birthday card.,Él me envió una tarjeta de cumpleaños.
He shared his soup with me.,Él compartió su sopa conmigo.
He shared his soup with me.,Compartió su sopa conmigo.
He shaved his mustache off.,Se afeitó el bigote.
He showed us some pictures.,Él nos mostró algunas fotos.
He showed us some pictures.,Él nos enseñó algunas fotos.
He smiled and said goodbye.,Sonrió y dijo adiós.
He speaks Chinese fluently.,Él habla chino fluidamente.
He speaks Chinese fluently.,Habla chino con fluidez.
He speaks English fluently.,Él habla inglés con fluidez.
He speaks a little English.,Él habla un poco de inglés.
He started washing his car.,Él empezó a lavar el coche.
He stayed here for a while.,Él se quedó aquí un rato.
He still has much to learn.,Él todavía tiene mucho que aprender.
He stood there for a while.,Se paró ahí por un rato.
He stopped to talk to them.,Él se detuvo para hablarles.
He stopped to talk to them.,Él se paró a hablar con ellos.
He studies Chinese as well.,Él también estudia chino.
He thanked me for the gift.,Me dio las gracias por el regalo.
He thanked me for the gift.,Me agradeció por el regalo.
He told me all the details.,Él me dio todos los detalles.
He told me to wash my face.,Él me dijo que me lavara la cara.
He told me when to say yes.,Él me dijo cuándo decir sí.
He touched me on the cheek.,Él me tocó en la mejilla.
He tumbled down the stairs.,Se cayó por las escaleras.
He turned pale at the news.,Él se puso pálido al oír la noticia.
He turned up an hour later.,Él apareció una hora más tarde.
He visited Kyoto last year.,Él visitó Kioto el año pasado.
He volunteered to help her.,Él se ofreció voluntario para ayudarla.
He waited for him until 10.,Él lo esperó hasta las diez.
He walked all the way home.,Anduvo todo el camino hasta casa.
He wants me to go with him.,Él quiere que vaya con él.
He warned me of the danger.,Él me alertó del peligro.
He was a god to his people.,Él era un dios para su gente.
He was almost hit by a car.,Casi le atropelló un coche.
He was angry with his wife.,Él estaba enojado con su esposa.
He was arrested for murder.,Él fue arrestado por homicidio.
He was attacked by a shark.,Él fue atacado por un tiburón.
He was attacked by a shark.,Le atacó un tiburón.
He was aware of the danger.,Él fue consciente del peligro.
He was baptized a Catholic.,Él fue bautizado católico.
He was born in Switzerland.,Él nació en Suiza.
He was bound hand and foot.,Estaba atado de pies y manos.
He was caught in an ambush.,Cayó en una emboscada.
He was clearly embarrassed.,Se notaba que estaba avergonzado.
He was clearly embarrassed.,Era evidente que estaba avergonzado.
He was completely worn out.,Estaba totalmente agotado.
He was completely worn out.,Estaba agotadísimo.
He was crossing the street.,Estaba cruzando la calle.
He was desperate to escape.,Estaba desesperado por escapar.
He was elected mayor again.,Él fue elegido alcalde de nuevo.
He was killed with a sword.,Lo mataron con una espada.
"He was paid 10,000 dollars.",Le pagaron 10.000 dólares.
He was popular with voters.,Él era popular entre sus electores.
He was reading a newspaper.,Él estaba leyendo el periódico.
He was run over and killed.,Lo atropellaron y falleció.
